region,lga,ward,gps_height_imputed_ward
Morogoro,Ulanga,Msogezi,514.6666666666666
Morogoro,Ulanga,Mtimbira,321.57142857142856
Morogoro,Ulanga,Mwaya,321.38461538461536
Morogoro,Ulanga,Ngoheranga,301.77777777777777
Morogoro,Ulanga,Ruaha,402.6296296296296
Morogoro,Ulanga,Sali,717.6111111111111
Morogoro,Ulanga,Sofi,323.8421052631579
Morogoro,Ulanga,Usangule,311.5681818181818
Morogoro,Ulanga,Vigoi,947.9545454545455
Mtwara,Masasi,Chigungu,344.5
Mtwara,Masasi,Chiugutwa,288.7674418604651
Mtwara,Masasi,Lipumburu,328.0
Mtwara,Masasi,Lukulendi,384.5438596491228
Mtwara,Masasi,Lulindi,368.4655172413793
Mtwara,Masasi,Mbuyuni,281.3333333333333
Mtwara,Masasi,Mchauru,229.625
Mtwara,Masasi,Mkululu,381.85714285714283
Mtwara,Masasi,Mkundi,377.25
Mtwara,Masasi,Mnavira,210.95238095238096
Mtwara,Masasi,Mpindimbi,475.7
Mtwara,Masasi,Mwena,303.17021276595744
Mtwara,Masasi,Namajani,398.984375
Mtwara,Masasi,Namalenga,361.38709677419354
Mtwara,Masasi,Namatutwe,341.0
Mtwara,Masasi,Nanganga,232.82608695652175
Mtwara,Masasi,Nanjota,327.6969696969697
Mtwara,Masasi,Sindano,195.44
Mtwara,Mtwara Rural,Chawi,68.52173913043478
Mtwara,Mtwara Rural,Dihimba,22.238095238095237
Mtwara,Mtwara Rural,Kiromba,112.47368421052632
Mtwara,Mtwara Rural,Kitaya,-5.2727272727272725
Mtwara,Mtwara Rural,Kitere,34.23529411764706
Mtwara,Mtwara Rural,Madimba,-10.142857142857142
Mtwara,Mtwara Rural,Mahurunga,-21.641025641025642
Mtwara,Mtwara Rural,Mayanga,70.375
Mtwara,Mtwara Rural,Mnima,233.6
Mtwara,Mtwara Rural,Mtiniko,160.45454545454547
Mtwara,Mtwara Rural,Namtuhuka,163.08333333333334
Mtwara,Mtwara Rural,Nanguruwe,95.61538461538461
Mtwara,Mtwara Rural,Nanyamba,198.33333333333334
Mtwara,Mtwara Rural,Naumbu,-20.791666666666668
Mtwara,Mtwara Rural,Ndumbwe,-23.846153846153847
Mtwara,Mtwara Rural,Nitekela,223.85714285714286
Mtwara,Mtwara Rural,Njengwa,226.19230769230768
Mtwara,Mtwara Rural,Ziwani,-10.709677419354838
Mtwara,Mtwara Urban,Chikongola,-19.0
Mtwara,Mtwara Urban,Chuno,-44.8
Mtwara,Mtwara Urban,Jangwani,-31.928571428571427
Mtwara,Mtwara Urban,Likombe,-30.14814814814815
Mtwara,Mtwara Urban,Magengeni,-12.571428571428571
Mtwara,Mtwara Urban,Majengo,-22.0
Mtwara,Mtwara Urban,Mitengo,-35.75
Mtwara,Mtwara Urban,Mtonya,-38.5
Mtwara,Mtwara Urban,Railway,-25.8
Mtwara,Mtwara Urban,Shangani,-20.75
Mtwara,Mtwara Urban,Ufukoni,3.864864864864865
Mtwara,Mtwara Urban,Vigaeni,-24.714285714285715
Mtwara,Nanyumbu,Chipuputa,360.75
Mtwara,Nanyumbu,Lemasule,350.125
Mtwara,Nanyumbu,Likokona,368.27272727272725
Mtwara,Nanyumbu,Makonona,250.07692307692307
Mtwara,Nanyumbu,Maratani,339.53333333333336
Mtwara,Nanyumbu,Masuguru,180.54545454545453
Mtwara,Nanyumbu,Mikangaula,332.72727272727275
Mtwara,Nanyumbu,Nandete,324.72727272727275
Mtwara,Nanyumbu,Nangomba,358.27777777777777
Mtwara,Nanyumbu,Nanyumbu,275.03125
Mtwara,Nanyumbu,Napacho,309.2
Mtwara,Nanyumbu,Sengenya,403.9
Mtwara,Newala,Chilangala,791.3333333333334
Mtwara,Newala,Chitekete,586.125
Mtwara,Newala,Chiwonga,436.8181818181818
Mtwara,Newala,Kitangari,473.4761904761905
Mtwara,Newala,Luchingu,527.0714285714286
Mtwara,Newala,Makote,499.2
Mtwara,Newala,Makukwe,465.7
Mtwara,Newala,Malatu,534.4285714285714
Mtwara,Newala,Maputi,490.22727272727275
Mtwara,Newala,Mchemo,574.6470588235294
Mtwara,Newala,Mcholi II,439.3333333333333
Mtwara,Newala,Mkunya,275.0
Mtwara,Newala,Mkwedu,512.8333333333334
Mtwara,Newala,Mnekachi,664.0
Mtwara,Newala,Mnyambe,726.2222222222222
Mtwara,Newala,Mpotwa,432.96666666666664
Mtwara,Newala,Namiyonga,558.7142857142857
Mtwara,Newala,Nanguruwe,467.0
Mtwara,Tandahimba,Chaume,351.3636363636364
Mtwara,Tandahimba,Chingungwe,422.0769230769231
Mtwara,Tandahimba,Kitama,207.5
Mtwara,Tandahimba,Luagala,335.3
Mtwara,Tandahimba,Lukokoda,306.8
Mtwara,Tandahimba,Lyenje,288.8
Mtwara,Tandahimba,Mahuta,425.85714285714283
Mtwara,Tandahimba,Maundo,227.1818181818182
Mtwara,Tandahimba,Mdimba Mnyoma,349.8421052631579
Mtwara,Tandahimba,Michenjele,152.30769230769232
Mtwara,Tandahimba,Mihambwe,183.16666666666666
Mtwara,Tandahimba,Milogodi,307.61538461538464
Mtwara,Tandahimba,Mkonjowano,342.14285714285717
Mtwara,Tandahimba,Mkoreha,177.8125
Mtwara,Tandahimba,Mkundi,322.72727272727275
Mtwara,Tandahimba,Mkwiti,118.0
Mtwara,Tandahimba,Mnyawa,233.30769230769232
Mtwara,Tandahimba,Namikupa,237.75
Mtwara,Tandahimba,Nanhyanga,320.44444444444446
Mtwara,Tandahimba,Naputa,216.4
Mtwara,Tandahimba,Tandahimba,238.38888888888889
Mwanza,Geita,Bukoli,
Mwanza,Geita,Bukondo,
Mwanza,Geita,Bukwimba,
Mwanza,Geita,Busanda,
Mwanza,Geita,Busolwa,
Mwanza,Geita,Chigunga,
Mwanza,Geita,Ihanamilo,
Mwanza,Geita,Kafita,
Mwanza,Geita,Kagu,
Mwanza,Geita,Kakora,
Mwanza,Geita,Kalangalala,
Mwanza,Geita,Kamena,
Mwanza,Geita,Kamhanga,
Mwanza,Geita,Kasamwa,
Mwanza,Geita,Kaseme,
Mwanza,Geita,Katoro,
Mwanza,Geita,Kharumwa,
Mwanza,Geita,Lubanga,
Mwanza,Geita,Lwamgasa,
Mwanza,Geita,Mtakuja,
Mwanza,Geita,Mwingiro,
Mwanza,Geita,Nkome,
Mwanza,Geita,Nyachiluluma,
Mwanza,Geita,Nyakagomba,
Mwanza,Geita,Nyakamwaga,
Mwanza,Geita,Nyamalimbe,
Mwanza,Geita,Nyang'hwale,
Mwanza,Geita,Nyugwa,
Mwanza,Geita,Nzera,
Mwanza,Geita,Senga,
Mwanza,Geita,Shabaka,
Mwanza,Ilemela,Bugogwe,
Mwanza,Ilemela,Buhongwa,
Mwanza,Ilemela,Buswelu,1242.7272727272727
Mwanza,Ilemela,Butimba,
Mwanza,Ilemela,Ilemela,1220.8
Mwanza,Ilemela,Mkolani,
Mwanza,Ilemela,Nyakato,
Mwanza,Ilemela,Pasiansi,
Mwanza,Ilemela,Sangabuye,
Mwanza,Kwimba,Bungulwa,
Mwanza,Kwimba,Bupamwa,
Mwanza,Kwimba,Fukalo,
Mwanza,Kwimba,Hungumalwa,
Mwanza,Kwimba,Igongwa,
Mwanza,Kwimba,Iseni,
Mwanza,Kwimba,Kikubiji,
Mwanza,Kwimba,Lyoma,
Mwanza,Kwimba,Maligisu,
Mwanza,Kwimba,Malya,
Mwanza,Kwimba,Mantare,
Mwanza,Kwimba,Mhande,
Mwanza,Kwimba,Mwabomba,
Mwanza,Kwimba,Mwagi,
Mwanza,Kwimba,Mwakilyambiti,
Mwanza,Kwimba,Mwamala,
Mwanza,Kwimba,Mwandu,
Mwanza,Kwimba,Mwang'halanga,
Mwanza,Kwimba,Ng'hundi,
Mwanza,Kwimba,Ngudu,
Mwanza,Kwimba,Ngulla,
Mwanza,Kwimba,Nyambiti,
Mwanza,Kwimba,Nyamilama,
Mwanza,Kwimba,Sumve,
Mwanza,Kwimba,Wala,
Mwanza,Magu,Badugu,
Mwanza,Magu,Bujashi,
Mwanza,Magu,Igalukilo,
Mwanza,Magu,Kabita,
Mwanza,Magu,Kahangara,
Mwanza,Magu,Kalemela,
Mwanza,Magu,Kiloleli,
Mwanza,Magu,Kisesa,
Mwanza,Magu,Kitongo Sima,
Mwanza,Magu,Kongolo,
Mwanza,Magu,Lubugo,
Mwanza,Magu,Lutale,
Mwanza,Magu,Magu Urban,
Mwanza,Magu,Malili,
Mwanza,Magu,Mkula,
Mwanza,Magu,Mwamabanza,
Mwanza,Magu,Mwamanga,
Mwanza,Magu,Mwananyili,
Mwanza,Magu,Ng'haya,
Mwanza,Magu,Ngasamo,
Mwanza,Magu,Nkungulu,
Mwanza,Magu,Nyaluhande,
Mwanza,Magu,Nyanguge,
Mwanza,Magu,Nyigogo,
Mwanza,Magu,Shigala,
Mwanza,Magu,Shishani,
Mwanza,Magu,Sukuma,
Mwanza,Missungwi,Buhingo,
Mwanza,Missungwi,Busongo,
Mwanza,Missungwi,Idetemya,
Mwanza,Missungwi,Ilujamate,
Mwanza,Missungwi,Kanyelele,
Mwanza,Missungwi,Kasololo,
Mwanza,Missungwi,Kijima,
Mwanza,Missungwi,Koromije,
Mwanza,Missungwi,Lubiri,
Mwanza,Missungwi,Mbarika,
Mwanza,Missungwi,Misasi,
Mwanza,Missungwi,Missungwi,
Mwanza,Missungwi,Mwaniko,
Mwanza,Missungwi,Nhundulu,
Mwanza,Missungwi,Shilalo,
Mwanza,Missungwi,Sumbugu,
Mwanza,Missungwi,Ukiriguru,
Mwanza,Missungwi,Usagara,
Mwanza,Nyamagana,Igogo,
Mwanza,Sengerema,Bupandwamhela,
Mwanza,Sengerema,Busisi,
Mwanza,Sengerema,Buyagu,
Mwanza,Sengerema,Buzilasoga,
Mwanza,Sengerema,Chifunfu,
Mwanza,Sengerema,Igalula,
Mwanza,Sengerema,Kafunzo,
Mwanza,Sengerema,Kagunga,
Mwanza,Sengerema,Kalebezo,
Mwanza,Sengerema,Kasungamile,
Mwanza,Sengerema,Katunguru,
Mwanza,Sengerema,Katwe,
Mwanza,Sengerema,Kazunzu,
Mwanza,Sengerema,Lugata,
Mwanza,Sengerema,Nyakalilo,
Mwanza,Sengerema,Nyakasasa,
Mwanza,Sengerema,Nyakasungwa,
Mwanza,Sengerema,Nyamatongo,
Mwanza,Sengerema,Nyanzenda,
Mwanza,Sengerema,Nyehunge,
Mwanza,Sengerema,Sima,
Mwanza,Sengerema,Tabaruka,
Mwanza,Ukerewe,Bukanda,1172.047619047619
Mwanza,Ukerewe,Bukiko,1169.2
Mwanza,Ukerewe,Bukindo,1154.0
Mwanza,Ukerewe,Bukongo,1188.4444444444443
Mwanza,Ukerewe,Bwiro,1175.357142857143
Mwanza,Ukerewe,Bwisya,1167.695652173913
Mwanza,Ukerewe,Igalla,1187.235294117647
Mwanza,Ukerewe,Ilangala,1166.1379310344828
Mwanza,Ukerewe,Karenge,1169.0
Mwanza,Ukerewe,Mukituntu,1286.6904761904761
Mwanza,Ukerewe,Muriti,1201.6451612903227
Mwanza,Ukerewe,Murutunguru,1197.0263157894738
Mwanza,Ukerewe,Nakatuguru,1141.4
Mwanza,Ukerewe,Namagondo,1247.65
Mwanza,Ukerewe,Namilembe,1172.4814814814815
Mwanza,Ukerewe,Nduruma,1226.0
Mwanza,Ukerewe,Ngoma,1164.4166666666667
Mwanza,Ukerewe,Nkilizya,1175.5
Pwani,Bagamoyo,Chalinze,169.76530612244898
Pwani,Bagamoyo,Dunda,-20.6
Pwani,Bagamoyo,Kibindu,363.92
Pwani,Bagamoyo,Kiromo,5.654545454545454
Pwani,Bagamoyo,Kiwangwa,137.52631578947367
Pwani,Bagamoyo,Lugoba,231.31578947368422
Pwani,Bagamoyo,Magomeni,-15.954887218045112
Pwani,Bagamoyo,Mbwewe,327.625
Pwani,Bagamoyo,Miono,280.95
Pwani,Bagamoyo,Mkange,106.46153846153847
Pwani,Bagamoyo,Msata,243.4931506849315
Pwani,Bagamoyo,Talawanda,133.2
Pwani,Bagamoyo,Ubenazamozi,250.375
Pwani,Bagamoyo,Vigwaza,-4.48
Pwani,Bagamoyo,Yombo,8.913461538461538
Pwani,Bagamoyo,Zinga/Ikerege,-4.64748201438849
Pwani,Kibaha,Kibaha,92.03448275862068
Pwani,Kibaha,Kwala,50.916666666666664
Pwani,Kibaha,Magindu,142.5
Pwani,Kibaha,Mailimoja,94.23529411764706
Pwani,Kibaha,Mlandizi,35.27272727272727
Pwani,Kibaha,Ruvu,16.12
Pwani,Kibaha,Soga,110.0873786407767
Pwani,Kibaha,Tumbi,97.68
Pwani,Kibaha,Visiga,55.44186046511628
Pwani,Kisarawe,Cholesamvula,314.5
Pwani,Kisarawe,Kibuta,235.94117647058823
Pwani,Kisarawe,Kiluvya,108.0
Pwani,Kisarawe,Kisarawe,216.5
Pwani,Kisarawe,Kurui,139.6875
Pwani,Kisarawe,Mafinzi,51.25
Pwani,Kisarawe,Maneromango,340.5
Pwani,Kisarawe,Marui,107.0
Pwani,Kisarawe,Marumbo,306.92
Pwani,Kisarawe,Masaki,236.14285714285714
Pwani,Kisarawe,Msanga,329.125
Pwani,Kisarawe,Msimbu,129.1875
Pwani,Kisarawe,Mzenga,76.29268292682927
Pwani,Kisarawe,Vihingo,69.86666666666666
Pwani,Kisarawe,Vikumbulu,283.5
Pwani,Mafia,Baleni,-28.863636363636363
Pwani,Mafia,Jibondo,-43.0
Pwani,Mafia,Kanga,-32.0
Pwani,Mafia,Kiegeani,-22.545454545454547
Pwani,Mafia,Kilindoni,-17.404255319148938
Pwani,Mafia,Kirongwe,-23.294117647058822
Pwani,Mafia,Mibulani,-28.3
Pwani,Mkuranga,Bupu,62.42857142857143
Pwani,Mkuranga,Kimanzichana,40.6875
Pwani,Mkuranga,Kisiju,-1.4
Pwani,Mkuranga,Kitomondo,25.0
Pwani,Mkuranga,Lukanga,7.75
Pwani,Mkuranga,Magawa,5.735849056603773
Pwani,Mkuranga,Mbezi,24.323529411764707
Pwani,Mkuranga,Mkamba,67.51515151515152
Pwani,Mkuranga,Mkuranga,63.01851851851852
Pwani,Mkuranga,Mwalusembe,40.05882352941177
Pwani,Mkuranga,Nyamato,18.347826086956523
Pwani,Mkuranga,Panzuo,121.625
Pwani,Mkuranga,Shungubweni,-30.071428571428573
Pwani,Mkuranga,Tambani,49.05769230769231
Pwani,Mkuranga,Vikindu,31.21875
Pwani,Rufiji,Bungu,87.80327868852459
Pwani,Rufiji,Chumbi,-32.61538461538461
Pwani,Rufiji,Ikwiriri,-14.84
Pwani,Rufiji,Kibiti,151.05084745762713
Pwani,Rufiji,Mahege,35.94444444444444
Pwani,Rufiji,Mbwara,72.75
Pwani,Rufiji,Mchukwi,36.0
Pwani,Rufiji,Mkongo,-4.425
Pwani,Rufiji,Mwaseni,17.057142857142857
Pwani,Rufiji,Ngorongo,5.666666666666667
Pwani,Rufiji,Ruaruke,48.13333333333333
Pwani,Rufiji,Salale,-45.875
Pwani,Rufiji,Umwe,-22.352941176470587
Pwani,Rufiji,Utete,29.746031746031747
Rukwa,Mpanda,Ikola,772.4827586206897
Rukwa,Mpanda,Ilela,1147.8823529411766
Rukwa,Mpanda,Ilembo,1081.875
Rukwa,Mpanda,Ilunde,1152.375
Rukwa,Mpanda,Inyonga,1167.595238095238
Rukwa,Mpanda,Kabungu,1080.2916666666667
Rukwa,Mpanda,Karema,779.7083333333334
Rukwa,Mpanda,Kashaulili,1073.4545454545455
Rukwa,Mpanda,Kasokola,1150.2272727272727
Rukwa,Mpanda,Katuma,1098.8
Rukwa,Mpanda,Katumba,1206.0425531914893
Rukwa,Mpanda,Kawajense,1095.0
Rukwa,Mpanda,Kibaoni,966.5555555555555
Rukwa,Mpanda,Machimboni,1092.5
Rukwa,Mpanda,Magamba,1136.909090909091
Rukwa,Mpanda,Mamba,895.4516129032259
Rukwa,Mpanda,Mbede,911.0
Rukwa,Mpanda,Mishamo,1297.8916256157636
Rukwa,Mpanda,Misunkumilo,1076.0
Rukwa,Mpanda,Mpanda Ndogo,1188.8666666666666
Rukwa,Mpanda,Mtapenda,1146.078947368421
Rukwa,Mpanda,Mwese,1725.1666666666667
Rukwa,Mpanda,Nsemulwa,1086.0
Rukwa,Mpanda,Nsimbo,1134.6964285714287
Rukwa,Mpanda,Shanwe,1067.5
Rukwa,Mpanda,Sitalike,1009.6153846153846
Rukwa,Mpanda,Ugala,1138.5
Rukwa,Mpanda,Urwira,1052.8
Rukwa,Mpanda,Usevya,929.6666666666666
Rukwa,Mpanda,Utende,1192.5
Rukwa,Nkasi,Chala,1753.7692307692307
Rukwa,Nkasi,Isale,1635.3548387096773
Rukwa,Nkasi,Kabwe,766.0487804878048
Rukwa,Nkasi,Kala,983.7272727272727
Rukwa,Nkasi,Kate,1685.2307692307693
Rukwa,Nkasi,Kipande,1904.8620689655172
Rukwa,Nkasi,Kirando,763.1
Rukwa,Nkasi,Mkwamba,1755.1538461538462
Rukwa,Nkasi,Mtenga,1561.095238095238
Rukwa,Nkasi,Namanyere,1533.3125
Rukwa,Nkasi,Sintali,1708.6666666666667
Rukwa,Nkasi,Wampelembe,820.1818181818181
Rukwa,Sumbawanga Rural,Kalambazite,1690.9473684210527
Rukwa,Sumbawanga Rural,Kasanga,1232.8
Rukwa,Sumbawanga Rural,Katazi,1748.875
Rukwa,Sumbawanga Rural,Kipeta,811.375
Rukwa,Sumbawanga Rural,Laela,1543.142857142857
Rukwa,Sumbawanga Rural,Legezamwendo,1481.904761904762
Rukwa,Sumbawanga Rural,Mambwekenya,1621.6
Rukwa,Sumbawanga Rural,Mambwenkoswe,1625.909090909091
Rukwa,Sumbawanga Rural,Matai,1702.6041666666667
Rukwa,Sumbawanga Rural,Miangalua,1560.1052631578948
Rukwa,Sumbawanga Rural,Milepa,834.25
Rukwa,Sumbawanga Rural,Mkowe,1683.3125
Rukwa,Sumbawanga Rural,Mpui,1584.2
Rukwa,Sumbawanga Rural,Msanzi,1773.795918367347
Rukwa,Sumbawanga Rural,Mtowisa,832.1388888888889
Rukwa,Sumbawanga Rural,Muze,823.5714285714286
Rukwa,Sumbawanga Rural,Mwazye,1789.1636363636364
Rukwa,Sumbawanga Rural,Mwimbi,1752.35
Rukwa,Sumbawanga Rural,Sandulula,2022.962962962963
Rukwa,Sumbawanga Rural,Sopa,1675.4444444444443
Rukwa,Sumbawanga Urban,Izia,1876.0
Rukwa,Sumbawanga Urban,Kasense,1835.142857142857
Rukwa,Sumbawanga Urban,Katandala,1824.5
Rukwa,Sumbawanga Urban,Malangali,1790.4
Rukwa,Sumbawanga Urban,Matanga,1819.1666666666667
Rukwa,Sumbawanga Urban,Mazwi,1813.2307692307693
Rukwa,Sumbawanga Urban,Milanzi,1922.8095238095239
Rukwa,Sumbawanga Urban,Mollo,2022.3
Rukwa,Sumbawanga Urban,Ntendo,1828.875
Rukwa,Sumbawanga Urban,Old Sumbawanga,1844.095238095238
Rukwa,Sumbawanga Urban,Pito,1910.2727272727273
Rukwa,Sumbawanga Urban,Senga,1930.952380952381
Ruvuma,Mbinga,Chiwanda,468.04347826086956
Ruvuma,Mbinga,Kigonsera,967.0555555555555
Ruvuma,Mbinga,Kihagara,523.8913043478261
Ruvuma,Mbinga,Kihangimahuka,1182.0
Ruvuma,Mbinga,Kilimani,1326.2
Ruvuma,Mbinga,Kilosa,475.8809523809524
Ruvuma,Mbinga,Kingerikiti,1396.0
Ruvuma,Mbinga,Kitura,1263.5
Ruvuma,Mbinga,Langiro,1496.1666666666667
Ruvuma,Mbinga,Linda,1263.0
Ruvuma,Mbinga,Lipingo,475.4782608695652
Ruvuma,Mbinga,Litembo,1662.0666666666666
Ruvuma,Mbinga,Lituhi,487.6296296296296
Ruvuma,Mbinga,Litumbandyosi,887.0
Ruvuma,Mbinga,Liuli,482.8727272727273
Ruvuma,Mbinga,Maguu,1493.25
Ruvuma,Mbinga,Matiri,1256.578947368421
Ruvuma,Mbinga,Mbaha,553.6
Ruvuma,Mbinga,Mbamba bay,470.9310344827586
Ruvuma,Mbinga,Mbangamao,1181.047619047619
Ruvuma,Mbinga,Mbinga Urban,1298.2075471698113
Ruvuma,Mbinga,Mbuji,1651.1666666666667
Ruvuma,Mbinga,Mikalanga,1541.4736842105262
Ruvuma,Mbinga,Mkumbi,1404.0
Ruvuma,Mbinga,Mpapa,1455.08
Ruvuma,Mbinga,Mpepai,946.5
Ruvuma,Mbinga,Mtipwili,469.125
Ruvuma,Mbinga,Myangayanga,1388.5238095238096
Ruvuma,Mbinga,Ndogosi,1230.0
Ruvuma,Mbinga,Ngima,1620.7777777777778
Ruvuma,Mbinga,Nyoni,1605.2105263157894
Ruvuma,Mbinga,Ruanda,863.6333333333333
Ruvuma,Mbinga,Tingi,1234.25
Ruvuma,Mbinga,Ukata,831.0
Ruvuma,Mbinga,Utiri,1371.0
Ruvuma,Namtumbo,Kitanda,985.3265306122449
Ruvuma,Namtumbo,Ligera,765.6190476190476
Ruvuma,Namtumbo,Luchili,871.48
Ruvuma,Namtumbo,Luegu,951.9594594594595
Ruvuma,Namtumbo,Lusewa,710.7924528301887
Ruvuma,Namtumbo,Magazini,577.2222222222222
Ruvuma,Namtumbo,Mgombasi,762.6545454545454
Ruvuma,Namtumbo,Mkongo,863.6666666666666
Ruvuma,Namtumbo,Msindo,980.3956043956044
Ruvuma,Namtumbo,Namabengo,846.0
Ruvuma,Namtumbo,Rwinga,827.6666666666666
Ruvuma,Songea Rural,Gumbiro,954.4772727272727
Ruvuma,Songea Rural,Ifinga,691.0
Ruvuma,Songea Rural,Kilagano,1025.5384615384614
Ruvuma,Songea Rural,Lilambo,999.65625
Ruvuma,Songea Rural,Litisha,959.3846153846154
Ruvuma,Songea Rural,Magagura,915.9770114942529
Ruvuma,Songea Rural,Mahanje,1016.8490566037735
Ruvuma,Songea Rural,Maposeni,991.5846153846154
Ruvuma,Songea Rural,Matimira,860.4590163934427
Ruvuma,Songea Rural,Mpitimbi,990.2205882352941
Ruvuma,Songea Rural,Muhukuru,719.3333333333334
Ruvuma,Songea Rural,Ndogosi,854.6
Ruvuma,Songea Rural,Tanga,1060.945945945946
Ruvuma,Songea Rural,Wino,1422.6823529411765
Ruvuma,Songea Urban,Bombambili,1087.0
Ruvuma,Songea Urban,Lizaboni,1057.3333333333333
Ruvuma,Songea Urban,Matarawe,1034.0
Ruvuma,Songea Urban,Matogoro,1180.8076923076924
Ruvuma,Songea Urban,Mfaranyaki,1063.5
Ruvuma,Songea Urban,Mletele,1119.75
Ruvuma,Songea Urban,Mshangano,1084.6
Ruvuma,Songea Urban,Ruhuwiko,1030.111111111111
Ruvuma,Songea Urban,Ruvuma,1061.25
Ruvuma,Songea Urban,Subira,1062.6666666666667
Ruvuma,Tunduru,Kalulu,726.7058823529412
Ruvuma,Tunduru,Kidodoma,596.9629629629629
Ruvuma,Tunduru,Ligoma,475.0
Ruvuma,Tunduru,Ligunga,608.25
Ruvuma,Tunduru,Lukumbule,337.90909090909093
Ruvuma,Tunduru,Marumba,680.2727272727273
Ruvuma,Tunduru,Matemanga,668.1428571428571
Ruvuma,Tunduru,Mbesa,519.6086956521739
Ruvuma,Tunduru,Mchesi,369.2916666666667
Ruvuma,Tunduru,Mchoteka,547.3571428571429
Ruvuma,Tunduru,Milingoti Magharibi,592.6666666666666
Ruvuma,Tunduru,Milingoti Mashariki,545.8
Ruvuma,Tunduru,Mindu,425.3333333333333
Ruvuma,Tunduru,Misechela,449.9375
Ruvuma,Tunduru,Mtina,515.5217391304348
Ruvuma,Tunduru,Muhuwesi,451.2692307692308
Ruvuma,Tunduru,Nakapanya,349.6
Ruvuma,Tunduru,Nalasi,532.7647058823529
Ruvuma,Tunduru,Namasakata,479.2962962962963
Ruvuma,Tunduru,Nampungu,621.8333333333334
Ruvuma,Tunduru,Namwinyu,797.4705882352941
Ruvuma,Tunduru,Nandembo,555.5555555555555
Ruvuma,Tunduru,Tuwemacho,572.7272727272727
Shinyanga,Bariadi,Bariadi,
Shinyanga,Bariadi,Bumera,
Shinyanga,Bariadi,Bunamhala,1335.8333333333333
Shinyanga,Bariadi,Chinamili,
Shinyanga,Bariadi,Dutwa,
Shinyanga,Bariadi,Gamboshi,
Shinyanga,Bariadi,Ikungulyabashashi,
Shinyanga,Bariadi,Kasoli,
Shinyanga,Bariadi,Kinang'weli,
Shinyanga,Bariadi,Lagangabilili,1348.4
Shinyanga,Bariadi,Lugulu,
Shinyanga,Bariadi,Mbita,
Shinyanga,Bariadi,Mhango,
Shinyanga,Bariadi,Mhunze,1376.0149253731342
Shinyanga,Bariadi,Mwadobana,
Shinyanga,Bariadi,Mwamapalala,
Shinyanga,Bariadi,Mwaswale,
Shinyanga,Bariadi,Mwaubingi,
Shinyanga,Bariadi,Nkololo,
Shinyanga,Bariadi,Nkoma,1322.88
Shinyanga,Bariadi,Nyakabindi,
Shinyanga,Bariadi,Sagata,
Shinyanga,Bariadi,Sakwe,
Shinyanga,Bariadi,Sapiwi,
Shinyanga,Bariadi,Somanda,
Shinyanga,Bariadi,Zagayu,
Shinyanga,Bukombe,Budakwa,
Shinyanga,Bukombe,Bukombe,
Shinyanga,Bukombe,Ikunguigazi,
Shinyanga,Bukombe,Ilolangulu,
Shinyanga,Bukombe,Iponya,
Shinyanga,Bukombe,Iyogela,
Shinyanga,Bukombe,Lugunga,
Shinyanga,Bukombe,Masumbwe,
Shinyanga,Bukombe,Mbogwe,
Shinyanga,Bukombe,Nyasato,
Shinyanga,Bukombe,Runzewe,
Shinyanga,Bukombe,Ushirika,
Shinyanga,Bukombe,Ushirombo,
Shinyanga,Bukombe,Uyovu,
Shinyanga,Kahama,Bugarama,
Shinyanga,Kahama,Bulige,
Shinyanga,Kahama,Bulungwa,
Shinyanga,Kahama,Busangi,
Shinyanga,Kahama,Chambo,
Shinyanga,Kahama,Chela,
Shinyanga,Kahama,Chona,
Shinyanga,Kahama,Idahina,
Shinyanga,Kahama,Igwamanoni,
Shinyanga,Kahama,Isagehe,
Shinyanga,Kahama,Isaka,
Shinyanga,Kahama,Jana,
Shinyanga,Kahama,Kahama Urban,
Shinyanga,Kahama,Kilago,
Shinyanga,Kahama,Kinaga,
Shinyanga,Kahama,Kinamapula,
Shinyanga,Kahama,Kisuke,
Shinyanga,Kahama,Lunguya,
Shinyanga,Kahama,Malunga,
Shinyanga,Kahama,Mhongolo,
Shinyanga,Kahama,Mpunze,
Shinyanga,Kahama,Mwendakulima,
Shinyanga,Kahama,Ngaya,
Shinyanga,Kahama,Ngongwa,
Shinyanga,Kahama,Ntobo,
Shinyanga,Kahama,Nyandekwa,
Shinyanga,Kahama,Segese,
Shinyanga,Kahama,Ukune,
Shinyanga,Kahama,Ulowa,
Shinyanga,Kahama,Ushetu,
Shinyanga,Kahama,Uyogo,
Shinyanga,Kahama,Zongomera,
Shinyanga,Kishapu,Bubiki,
Shinyanga,Kishapu,Bugoro,
Shinyanga,Kishapu,Bunambiu,
Shinyanga,Kishapu,Itilima,
Shinyanga,Kishapu,Kiloleli,
Shinyanga,Kishapu,Kishapu,
Shinyanga,Kishapu,Lagana,
Shinyanga,Kishapu,Masanga,
Shinyanga,Kishapu,Mondo,
Shinyanga,Kishapu,Mwadui Lohumbo,
Shinyanga,Kishapu,Mwakipoya,
Shinyanga,Kishapu,Mwamalasa,
Shinyanga,Kishapu,Mwamashele,
Shinyanga,Kishapu,Ngofila,
Shinyanga,Kishapu,Shagihilu,
Shinyanga,Kishapu,Songwa,
Shinyanga,Kishapu,Talaga,
Shinyanga,Kishapu,Uchunga,
Shinyanga,Kishapu,Ukenyenge,
Shinyanga,Maswa,Badi,
Shinyanga,Maswa,Buchambi,
Shinyanga,Maswa,Budekwa,
