region,lga,ward,subvillage,longitude_imputed_subvillage
Mwanza,Sengerema,Nyakasasa,Selemembe,32.48102458
Mwanza,Sengerema,Nyakasungwa,Kamanga A,32.45355765
Mwanza,Sengerema,Nyakasungwa,Kanyasonga,32.51682242
Mwanza,Sengerema,Nyakasungwa,Majengo,32.47453547333333
Mwanza,Sengerema,Nyakasungwa,Mkuyuni,32.45683108
Mwanza,Sengerema,Nyakasungwa,Nyakasungwa Center,32.478260520000006
Mwanza,Sengerema,Nyakasungwa,Nyakasungwa Kusini,32.482575315
Mwanza,Sengerema,Nyamatongo,Balatogwa,32.81754406
Mwanza,Sengerema,Nyamatongo,Buzuluga A,32.79343353
Mwanza,Sengerema,Nyamatongo,Chamagati,32.8153193975
Mwanza,Sengerema,Nyamatongo,Igaka,32.79982032
Mwanza,Sengerema,Nyamatongo,Ipandikilo,32.78301483
Mwanza,Sengerema,Nyamatongo,Kabagombe,32.806026482
Mwanza,Sengerema,Nyamatongo,Kachuho,32.77748678
Mwanza,Sengerema,Nyamatongo,Kamanga A,32.82670787
Mwanza,Sengerema,Nyamatongo,Kamanga B,32.83694159
Mwanza,Sengerema,Nyamatongo,Kasisa B,32.79874109
Mwanza,Sengerema,Nyamatongo,Mtakuja,32.82646311
Mwanza,Sengerema,Nyamatongo,Ngoma Center,32.788847785
Mwanza,Sengerema,Nyamatongo,Nyakazuzu,32.824356115
Mwanza,Sengerema,Nyanzenda,Buganda,33.00589747
Mwanza,Sengerema,Nyanzenda,Bujingwa,32.989657435
Mwanza,Sengerema,Nyanzenda,Ijijawenda,33.00790246333333
Mwanza,Sengerema,Nyanzenda,Iseni,32.52157068
Mwanza,Sengerema,Nyanzenda,Kagaga,32.52746509
Mwanza,Sengerema,Nyanzenda,Luchili,32.50846356
Mwanza,Sengerema,Nyanzenda,Luchili Center,32.51003111
Mwanza,Sengerema,Nyanzenda,Migukulama Center,32.45433882
Mwanza,Sengerema,Nyanzenda,Mwanzela,33.013346909999996
Mwanza,Sengerema,Nyanzenda,Ngudama,33.00148817
Mwanza,Sengerema,Nyanzenda,Nyanzenda Center,32.48078606
Mwanza,Sengerema,Nyanzenda,Nyanzenda Shuleni,32.497333399999995
Mwanza,Sengerema,Nyanzenda,Nybusalu,33.00651769
Mwanza,Sengerema,Nyanzenda,Nyigumba,32.93781407
Mwanza,Sengerema,Nyehunge,Buyogoma,32.24868246
Mwanza,Sengerema,Nyehunge,Center Magharibi,32.29640127
Mwanza,Sengerema,Nyehunge,Center Mashariki,32.299278029999996
Mwanza,Sengerema,Nyehunge,Chahwa,32.2704296
Mwanza,Sengerema,Nyehunge,Igalama,32.25039091333333
Mwanza,Sengerema,Nyehunge,Iseni Magharibi,32.22656904
Mwanza,Sengerema,Nyehunge,Kayenze Magharibi,32.27688421
Mwanza,Sengerema,Nyehunge,Mseza Mkulu,32.28852894
Mwanza,Sengerema,Nyehunge,Mwabasabi,32.30117173
Mwanza,Sengerema,Nyehunge,Ndagula,32.29217668
Mwanza,Sengerema,Nyehunge,Ntabagu,32.24345692
Mwanza,Sengerema,Nyehunge,Ntabagudu,32.242861
Mwanza,Sengerema,Nyehunge,Nyamadoke,32.25917276
Mwanza,Sengerema,Nyehunge,Nyamadoke Center,32.24088846
Mwanza,Sengerema,Nyehunge,Nyamatemele,32.29358915
Mwanza,Sengerema,Nyehunge,Nyanguku,32.26357359
Mwanza,Sengerema,Nyehunge,Store,32.280692555
Mwanza,Sengerema,Sima,Ishingisha A,32.57346943
Mwanza,Sengerema,Sima,Kasololo,32.57280721
Mwanza,Sengerema,Sima,Kiloleli,32.57107209
Mwanza,Sengerema,Sima,Mbalagashi,32.61036545
Mwanza,Sengerema,Sima,Sima Majengo,32.55854432
Mwanza,Sengerema,Sima,Sima Ya Kati,32.55055272
Mwanza,Sengerema,Sima,Sima Ya Zamani,32.53594161
Mwanza,Sengerema,Sima,Sogoso,32.60389177
Mwanza,Sengerema,Tabaruka,Lwenge`A',32.74388301
Mwanza,Sengerema,Tabaruka,Mami Center,32.74051517
Mwanza,Sengerema,Tabaruka,Mayuya,32.71721273
Mwanza,Sengerema,Tabaruka,Mtakuja,32.70203656
Mwanza,Sengerema,Tabaruka,Mwamadulu,32.72991644
Mwanza,Sengerema,Tabaruka,Nyampande Center,32.7584132
Mwanza,Sengerema,Tabaruka,Nyampande Centre,32.75440022
Mwanza,Sengerema,Tabaruka,Nyasenga Centre,32.7519642
Mwanza,Sengerema,Tabaruka,Tabaluka Stoo,32.69111839
Mwanza,Ukerewe,Bukanda,Buganza,33.04590405
Mwanza,Ukerewe,Bukanda,Bukulungila,33.06562984
Mwanza,Ukerewe,Bukanda,Hamkuno,33.058975116666666
Mwanza,Ukerewe,Bukanda,Harulalo,33.0154412
Mwanza,Ukerewe,Bukanda,Kwaya,33.0070318
Mwanza,Ukerewe,Bukanda,Mkuyuni,33.034291659999994
Mwanza,Ukerewe,Bukanda,Mkwajuni,33.04802365
Mwanza,Ukerewe,Bukanda,Mlezi,33.02485058
Mwanza,Ukerewe,Bukanda,Mulezi Kati,33.0134675
Mwanza,Ukerewe,Bukanda,Mwaloni,33.03238249
Mwanza,Ukerewe,Bukanda,Ubungeni,33.039847640000005
Mwanza,Ukerewe,Bukiko,Buyanja,33.07924229
Mwanza,Ukerewe,Bukiko,Bwiyombe,33.07877809
Mwanza,Ukerewe,Bukindo,Amrumo,33.13779813
Mwanza,Ukerewe,Bukindo,Bukindo Nkokolo,33.11171718
Mwanza,Ukerewe,Bukindo,Gallu,33.10836243
Mwanza,Ukerewe,Bukindo,Halwaya,33.11920047
Mwanza,Ukerewe,Bukindo,Halweya B,33.11752628
Mwanza,Ukerewe,Bukindo,Kambarage,33.09258904
Mwanza,Ukerewe,Bukindo,Muozya,33.08957473
Mwanza,Ukerewe,Bukindo,Nakabungo,33.12134719
Mwanza,Ukerewe,Bukindo,Umoja,33.17986768
Mwanza,Ukerewe,Bukongo,Bukongokati,33.086725720000004
Mwanza,Ukerewe,Bukongo,Kanisani,33.09362528
Mwanza,Ukerewe,Bukongo,Kasalu,33.08779208
Mwanza,Ukerewe,Bukongo,Miembeni,33.09354895
Mwanza,Ukerewe,Bukongo,Mwitongo,33.087229165
Mwanza,Ukerewe,Bwiro,Buhaganzara,32.90485613
Mwanza,Ukerewe,Bwiro,Busiri Center,32.9303212
Mwanza,Ukerewe,Bwiro,Ccm,32.88987879
Mwanza,Ukerewe,Bwiro,Chemchemu,32.94630634
Mwanza,Ukerewe,Bwiro,Jiwekuu,32.93756643
Mwanza,Ukerewe,Bwiro,Kasahunga,32.93281958
Mwanza,Ukerewe,Bwiro,Kivukoni,32.89679968
Mwanza,Ukerewe,Bwiro,Lyabasura,32.94230033666667
Mwanza,Ukerewe,Bwiro,Mwigoe,32.89652699
Mwanza,Ukerewe,Bwiro,Uwanjani,32.89537749
Mwanza,Ukerewe,Bwisya,Bugengere,33.01528684
Mwanza,Ukerewe,Bwisya,Bukesela,33.004710745
Mwanza,Ukerewe,Bwisya,Bukumi,33.01359204
Mwanza,Ukerewe,Bwisya,Bukungu,33.006606469999994
Mwanza,Ukerewe,Bwisya,Bunguru,33.01716199
Mwanza,Ukerewe,Bwisya,Bwisya,33.02373599
Mwanza,Ukerewe,Bwisya,Center,33.02021552
Mwanza,Ukerewe,Bwisya,Chirago,33.00930189
Mwanza,Ukerewe,Bwisya,Ebhugwe,33.02081386
Mwanza,Ukerewe,Bwisya,Emama,33.01903301
Mwanza,Ukerewe,Bwisya,Kati,33.05521035
Mwanza,Ukerewe,Bwisya,Kulutale,33.06094464
Mwanza,Ukerewe,Bwisya,Masaka,33.05746709
Mwanza,Ukerewe,Bwisya,Mwidea,33.04857289
Mwanza,Ukerewe,Bwisya,Mwigeresi,33.04736866
Mwanza,Ukerewe,Bwisya,Mwigombe,33.01150939
Mwanza,Ukerewe,Bwisya,Shuleni,33.033841640000006
Mwanza,Ukerewe,Igalla,Bondeni,32.933238786666664
Mwanza,Ukerewe,Igalla,Corner,32.959995525
Mwanza,Ukerewe,Igalla,Kagulembela,32.93829975
Mwanza,Ukerewe,Igalla,Kiyozo,32.93220884
Mwanza,Ukerewe,Igalla,Mitimirefu,32.95856425
Mwanza,Ukerewe,Igalla,Mlimani,32.9290705
Mwanza,Ukerewe,Igalla,Msituni,32.95896660333333
Mwanza,Ukerewe,Igalla,Muluseni,32.96763263
Mwanza,Ukerewe,Igalla,Nambodhu,32.96189167
Mwanza,Ukerewe,Ilangala,Alugoma,32.84490353
Mwanza,Ukerewe,Ilangala,Amgera,32.88304302
Mwanza,Ukerewe,Ilangala,Amwama,32.85780359
Mwanza,Ukerewe,Ilangala,Butiama,32.91241479
Mwanza,Ukerewe,Ilangala,Ccm,32.91214955
Mwanza,Ukerewe,Ilangala,Center,32.88479097
Mwanza,Ukerewe,Ilangala,Huduma,32.91645876
Mwanza,Ukerewe,Ilangala,Jabatundu,32.88937254
Mwanza,Ukerewe,Ilangala,Jamnono,32.87469644
Mwanza,Ukerewe,Ilangala,Kakerege,32.92968021
Mwanza,Ukerewe,Ilangala,Kaseniziwani,32.84311196
Mwanza,Ukerewe,Ilangala,Kinazi,32.87510329
Mwanza,Ukerewe,Ilangala,Kirumba,32.90956569
Mwanza,Ukerewe,Ilangala,Kongo,32.916877505
Mwanza,Ukerewe,Ilangala,Maendeleo,32.91166894
Mwanza,Ukerewe,Ilangala,Msimbazi,32.90219898
Mwanza,Ukerewe,Ilangala,Muluherere,32.88457257
Mwanza,Ukerewe,Ilangala,Munuherere,32.89057234
Mwanza,Ukerewe,Ilangala,Muruherere,32.888728825
Mwanza,Ukerewe,Ilangala,Ngunda,32.85563336
Mwanza,Ukerewe,Ilangala,Nyamarasi,32.88070861
Mwanza,Ukerewe,Karenge,Chamlindi,33.05880895
Mwanza,Ukerewe,Karenge,Chang`Ombe,33.07085334
Mwanza,Ukerewe,Karenge,Chankobe,33.04787904
Mwanza,Ukerewe,Karenge,Kakerege,33.07121599
Mwanza,Ukerewe,Karenge,Mlimani,33.075673815
Mwanza,Ukerewe,Karenge,Mpakani,33.06571316
Mwanza,Ukerewe,Karenge,Zingatia,33.06929099
Mwanza,Ukerewe,Mukituntu,Apembe,33.00651786
Mwanza,Ukerewe,Mukituntu,Azimio,33.00894746666666
Mwanza,Ukerewe,Mukituntu,Azimio A,32.97344071
Mwanza,Ukerewe,Mukituntu,Bahati,33.01613525333334
Mwanza,Ukerewe,Mukituntu,Jiranimwema,33.00367577
Mwanza,Ukerewe,Mukituntu,Kagera,33.01158557
Mwanza,Ukerewe,Mukituntu,Kakoma,32.993379094999995
Mwanza,Ukerewe,Mukituntu,Mapinduzi,32.978810945
Mwanza,Ukerewe,Mukituntu,Marudio,33.01430231
Mwanza,Ukerewe,Mukituntu,Muungano,33.005526796666665
Mwanza,Ukerewe,Mukituntu,Songambele,32.998562125
Mwanza,Ukerewe,Mukituntu,Songambele A,33.00009838
Mwanza,Ukerewe,Mukituntu,Songambele B,33.00313473
Mwanza,Ukerewe,Mukituntu,Tupendane,33.00121061666667
Mwanza,Ukerewe,Mukituntu,Uhuru,32.98128318
Mwanza,Ukerewe,Mukituntu,Ujamaa A,32.986176795
Mwanza,Ukerewe,Mukituntu,Ujamaa B,32.98328793
Mwanza,Ukerewe,Mukituntu,Ujiranimwema,33.002489955
Mwanza,Ukerewe,Mukituntu,Zamu A,32.99446518
Mwanza,Ukerewe,Mukituntu,Zamu B,32.99260853
Mwanza,Ukerewe,Muriti,Center,32.90175307
Mwanza,Ukerewe,Muriti,Elimu,32.900585545
Mwanza,Ukerewe,Muriti,Huduma,32.89805416
Mwanza,Ukerewe,Muriti,Kabanga,32.91942568
Mwanza,Ukerewe,Muriti,Kamengo,32.925945735
Mwanza,Ukerewe,Muriti,Kamote,32.930936466666665
Mwanza,Ukerewe,Muriti,Lubambangoma,32.90371127
Mwanza,Ukerewe,Muriti,Machinjioni,32.92831082
Mwanza,Ukerewe,Muriti,Mapumziko,32.8897757
Mwanza,Ukerewe,Muriti,Mchinjioni,32.92870834
Mwanza,Ukerewe,Muriti,Miembeni,32.88150761
Mwanza,Ukerewe,Muriti,Miti Mirefu,32.92724685
Mwanza,Ukerewe,Muriti,Mitimirefu,32.92662151
Mwanza,Ukerewe,Muriti,Mkoroshoni,32.87437129
Mwanza,Ukerewe,Muriti,Mlimani,32.89776456
Mwanza,Ukerewe,Muriti,Mtakuja,32.93205902666667
Mwanza,Ukerewe,Muriti,Rubya,32.880594055
Mwanza,Ukerewe,Muriti,Segera,32.92263246
Mwanza,Ukerewe,Muriti,Shuleni,32.9219078
Mwanza,Ukerewe,Muriti,Ujamaa,32.87035442
Mwanza,Ukerewe,Murutunguru,Busenda,33.07405342
Mwanza,Ukerewe,Murutunguru,Buyoga,33.07523929571429
Mwanza,Ukerewe,Murutunguru,Buzegwe Ofisini,33.09898435
Mwanza,Ukerewe,Murutunguru,Center,33.040151013333336
Mwanza,Ukerewe,Murutunguru,Irondo Mgharibi,33.09958156
Mwanza,Ukerewe,Murutunguru,Kabakala,33.03085858
Mwanza,Ukerewe,Murutunguru,Kabakara,33.03243822538462
Mwanza,Ukerewe,Murutunguru,Kabakarz,33.03385749
Mwanza,Ukerewe,Murutunguru,Katende,33.036733
Mwanza,Ukerewe,Murutunguru,Marudio,33.05449555
Mwanza,Ukerewe,Murutunguru,Murutunguru,33.03308321
Mwanza,Ukerewe,Murutunguru,Namagama,33.0558137
Mwanza,Ukerewe,Murutunguru,Nampisi,33.09225723
Mwanza,Ukerewe,Murutunguru,Shuleni,33.04331216
Mwanza,Ukerewe,Nakatuguru,Kiwandani,33.07069904
Mwanza,Ukerewe,Nakatuguru,Mitimirefu,33.07510901
Mwanza,Ukerewe,Nakatuguru,Moterugali,33.07961381
Mwanza,Ukerewe,Nakatuguru,Sokomjinga,33.08116573
Mwanza,Ukerewe,Nakatuguru,Stooni,33.07836167
Mwanza,Ukerewe,Namagondo,Bugando,33.07654938
Mwanza,Ukerewe,Namagondo,Bugoye,33.06754389666667
Mwanza,Ukerewe,Namagondo,Kabasuma,33.05887156
Mwanza,Ukerewe,Namagondo,Karibusele,33.046640223333334
Mwanza,Ukerewe,Namagondo,Kasozu,33.03600018666666
Mwanza,Ukerewe,Namagondo,Kasuzu,33.04247026
Mwanza,Ukerewe,Namagondo,Kilimabuye,33.04525088
Mwanza,Ukerewe,Namagondo,Mpakani,33.05556156
Mwanza,Ukerewe,Namagondo,Nabili,33.02901131
Mwanza,Ukerewe,Namagondo,Nyang`Ombe,33.046362485
Mwanza,Ukerewe,Namagondo,Ujiranimwema,33.05186854
Mwanza,Ukerewe,Namilembe,Amuhama,32.937215765
Mwanza,Ukerewe,Namilembe,Center,32.92996326
Mwanza,Ukerewe,Namilembe,Chemba,32.91760752
Mwanza,Ukerewe,Namilembe,Igatengwa,32.92812736
Mwanza,Ukerewe,Namilembe,Kagera,32.9534102
Mwanza,Ukerewe,Namilembe,Kilombero,32.9051156
Mwanza,Ukerewe,Namilembe,Mageuzi,32.88448626
Mwanza,Ukerewe,Namilembe,Miembeni,32.93126638
Mwanza,Ukerewe,Namilembe,Mkombozi,32.89986764
Mwanza,Ukerewe,Namilembe,Mome,32.93586478
Mwanza,Ukerewe,Namilembe,Mtakuja,32.91330912
Mwanza,Ukerewe,Namilembe,Mtukula,32.92225042
Mwanza,Ukerewe,Namilembe,Mwenge,32.91006961
Mwanza,Ukerewe,Namilembe,Nsigatengwa,32.92822688
Mwanza,Ukerewe,Namilembe,Rwatankororo,32.908819705
Mwanza,Ukerewe,Namilembe,Shuleni,32.94699186
Mwanza,Ukerewe,Namilembe,Tegatengwa,32.92703754
Mwanza,Ukerewe,Namilembe,Tupendane,32.89115867
Mwanza,Ukerewe,Namilembe,Ujamaa,32.89231435
Mwanza,Ukerewe,Namilembe,Yanganda,32.932236950000004
Mwanza,Ukerewe,Nduruma,Halwego Kati,32.97142462
Mwanza,Ukerewe,Nduruma,Lumumba,32.98699681
Mwanza,Ukerewe,Nduruma,Miembeni,32.98033578
Mwanza,Ukerewe,Nduruma,Mkunguru,32.97539634
Mwanza,Ukerewe,Nduruma,Mukasesero,32.97706641
Mwanza,Ukerewe,Nduruma,Nafuba,32.98950188
Mwanza,Ukerewe,Nduruma,Nakibunu,32.98304919
Mwanza,Ukerewe,Nduruma,Nsenga,32.96312274
Mwanza,Ukerewe,Nduruma,Nsenge,32.96776983
Mwanza,Ukerewe,Nduruma,Shinyanga,32.9889864
Mwanza,Ukerewe,Ngoma,Bukimwi,33.14098091
Mwanza,Ukerewe,Ngoma,Butiliti,33.116746795
Mwanza,Ukerewe,Ngoma,Ccm,33.14167334
Mwanza,Ukerewe,Ngoma,Iringo,33.1705575
Mwanza,Ukerewe,Ngoma,Kati,33.11515274
Mwanza,Ukerewe,Ngoma,Kihungula,33.141512230000004
Mwanza,Ukerewe,Ngoma,Kizule,33.13143696
Mwanza,Ukerewe,Ngoma,Mwiruruma,33.15583911
Mwanza,Ukerewe,Ngoma,Nabuta,33.10873256
Mwanza,Ukerewe,Ngoma,Ofisini,33.11195551
Mwanza,Ukerewe,Nkilizya,Bubange,33.10289805
Mwanza,Ukerewe,Nkilizya,Chamatule,33.106455815000004
Mwanza,Ukerewe,Nkilizya,Kenonzo,33.09762024
Mwanza,Ukerewe,Nkilizya,Magereza,33.099173832
Mwanza,Ukerewe,Nkilizya,Mumakeke,33.10916427
Mwanza,Ukerewe,Nkilizya,Namalebe,33.10847336
Mwanza,Ukerewe,Nkilizya,Namalewe,33.10982047
Mwanza,Ukerewe,Nkilizya,Ruocho,33.10613733
Pwani,Bagamoyo,Chalinze,Banzi,38.349218108181816
Pwani,Bagamoyo,Chalinze,Barabarani,38.4295066975
Pwani,Bagamoyo,Chalinze,Bwawani,38.42716752333333
Pwani,Bagamoyo,Chalinze,Bwilingu,38.35114202
Pwani,Bagamoyo,Chalinze,Ccm,38.24085066
Pwani,Bagamoyo,Chalinze,Chakwale,38.3761475
Pwani,Bagamoyo,Chalinze,Chalinze Mzee A,38.34287447714286
Pwani,Bagamoyo,Chalinze,Chalinze Mzee B,38.3333585275
Pwani,Bagamoyo,Chalinze,Chamlungu,38.370796395
Pwani,Bagamoyo,Chalinze,Chapunda,38.2609191
Pwani,Bagamoyo,Chalinze,Gwata,38.37489724666667
Pwani,Bagamoyo,Chalinze,Kanisani,38.367136362000004
Pwani,Bagamoyo,Chalinze,Karoleni,38.35496676090909
Pwani,Bagamoyo,Chalinze,Kibiki,38.32775458
Pwani,Bagamoyo,Chalinze,Kilalu,38.371473085000005
Pwani,Bagamoyo,Chalinze,Kiwanjani,38.346142785714285
Pwani,Bagamoyo,Chalinze,Kizota,38.2396842
Pwani,Bagamoyo,Chalinze,Kudibona,38.23388678
Pwani,Bagamoyo,Chalinze,Kudiembe,38.3534574
Pwani,Bagamoyo,Chalinze,Kudikula,38.245924439999996
Pwani,Bagamoyo,Chalinze,Kudipera,38.36377940142857
Pwani,Bagamoyo,Chalinze,Madukani,38.414579554
Pwani,Bagamoyo,Chalinze,Magome A,38.397208535000004
Pwani,Bagamoyo,Chalinze,Magome B,38.39717689
Pwani,Bagamoyo,Chalinze,Magome Tanesco,38.389180200000006
Pwani,Bagamoyo,Chalinze,Magwila,38.35428945047619
Pwani,Bagamoyo,Chalinze,Matula,38.238707004999995
Pwani,Bagamoyo,Chalinze,Mbala,38.354477156363636
Pwani,Bagamoyo,Chalinze,Mgudeni,38.361397177777775
Pwani,Bagamoyo,Chalinze,Mikoroshini,38.3489606825
Pwani,Bagamoyo,Chalinze,Milalazi,38.374219010000004
Pwani,Bagamoyo,Chalinze,Misufini,38.361859255
Pwani,Bagamoyo,Chalinze,Mkambalani,38.23698976
Pwani,Bagamoyo,Chalinze,Mkwajuni,38.34951637111111
Pwani,Bagamoyo,Chalinze,Nero,38.34111345
Pwani,Bagamoyo,Chalinze,Nmc,38.34320285956522
Pwani,Bagamoyo,Chalinze,Sangasanga,38.24451112
Pwani,Bagamoyo,Chalinze,Shuleni,38.24256888
Pwani,Bagamoyo,Dunda,Mwanakalenge,38.90860653
Pwani,Bagamoyo,Dunda,Ukuni,38.90845148
Pwani,Bagamoyo,Kibindu,Chapuku,37.925674145
Pwani,Bagamoyo,Kibindu,Kikomba,37.920842173333334
Pwani,Bagamoyo,Kibindu,Kwakilumbi,38.07407194
Pwani,Bagamoyo,Kibindu,Kweditembe,38.009709525
Pwani,Bagamoyo,Kibindu,Kwediyuwe,38.07746428
Pwani,Bagamoyo,Kibindu,Maganga,38.04221681
Pwani,Bagamoyo,Kibindu,Msete,37.92729374666667
Pwani,Bagamoyo,Kiromo,Baukani A,38.888962385
Pwani,Bagamoyo,Kiromo,Baukani B,38.88629103
Pwani,Bagamoyo,Kiromo,Buma Magharibi,38.89156661333334
Pwani,Bagamoyo,Kiromo,Chaga A,38.9373134975
Pwani,Bagamoyo,Kiromo,Chaga B,38.928959515
Pwani,Bagamoyo,Kiromo,Chamgoi,38.88751174
Pwani,Bagamoyo,Kiromo,Gengeni,38.893111219999994
Pwani,Bagamoyo,Kiromo,Goba,38.89180199
Pwani,Bagamoyo,Kiromo,Kiromo B,38.934996700666666
Pwani,Bagamoyo,Kiromo,Kitonga,38.92695528875
Pwani,Bagamoyo,Kiromo,Kiwangwa,38.88877412
Pwani,Bagamoyo,Kiromo,Mandawe,38.95637318
Pwani,Bagamoyo,Kiromo,Mataya Bondeni,38.903075265
Pwani,Bagamoyo,Kiromo,Mbuyuni,38.93535712333334
Pwani,Bagamoyo,Kiromo,Mlatange,38.894373145
Pwani,Bagamoyo,Kiromo,Shule,38.89117716333333
Pwani,Bagamoyo,Kiromo,Vigoda,38.891431415
Pwani,Bagamoyo,Kiromo,Vikindu,38.89417978
Pwani,Bagamoyo,Kiwangwa,Fukayosi,38.673522295
Pwani,Bagamoyo,Kiwangwa,Kibaoni A,38.58659787
Pwani,Bagamoyo,Kiwangwa,Kibaoni B,38.58412177
Pwani,Bagamoyo,Kiwangwa,Kiembeni,38.58248388333333
Pwani,Bagamoyo,Kiwangwa,Kiwangwa,38.58707083
Pwani,Bagamoyo,Kiwangwa,Kiwanzi,38.58685801
Pwani,Bagamoyo,Kiwangwa,Kwa Mbwela,38.5892341175
Pwani,Bagamoyo,Kiwangwa,Mwavi  A,38.60331141
Pwani,Bagamoyo,Kiwangwa,Wafugaji[Umasaini],38.69592184
Pwani,Bagamoyo,Lugoba,Bwimbwi,38.34346712
Pwani,Bagamoyo,Lugoba,Chalinze Mzee A,38.340438930000005
Pwani,Bagamoyo,Lugoba,Chalinze Mzee B,38.339522535
Pwani,Bagamoyo,Lugoba,Chini Road,38.31084946
Pwani,Bagamoyo,Lugoba,Dioto,38.30924139
Pwani,Bagamoyo,Lugoba,Friend'S Corner,38.32699261285715
Pwani,Bagamoyo,Lugoba,Hospitali,38.310712595
Pwani,Bagamoyo,Lugoba,Kilabuni,38.331285900000005
Pwani,Bagamoyo,Lugoba,Kinduri,38.30088748
Pwani,Bagamoyo,Lugoba,Kota,38.306477675
Pwani,Bagamoyo,Lugoba,Kudibawe,38.34042504
Pwani,Bagamoyo,Lugoba,Kunzu,38.33249416333334
Pwani,Bagamoyo,Lugoba,Kwa Chuma,38.33088707
Pwani,Bagamoyo,Lugoba,Kwa Mwambala,38.33604784
Pwani,Bagamoyo,Lugoba,Maendeleo,38.32856124
Pwani,Bagamoyo,Lugoba,Mbukwa,38.356508000000005
Pwani,Bagamoyo,Lugoba,Mikoroshini,38.30943175
Pwani,Bagamoyo,Lugoba,Mindu Mlimani,38.31006051
Pwani,Bagamoyo,Lugoba,Mkunguni,38.330057215
Pwani,Bagamoyo,Lugoba,Mkwajuni,38.327600675
Pwani,Bagamoyo,Lugoba,Mnazi Mmoja,38.306316284999994
Pwani,Bagamoyo,Lugoba,Nadanya,38.286499590000005
Pwani,Bagamoyo,Lugoba,Ofisi Ya Kijiji,38.343931235
Pwani,Bagamoyo,Lugoba,Picha Ya Ndege,38.30933237
Pwani,Bagamoyo,Lugoba,Sekondari,38.333113895
Pwani,Bagamoyo,Lugoba,Takalagane,38.30989004
Pwani,Bagamoyo,Lugoba,Tumbi Chini,38.320010993333334
Pwani,Bagamoyo,Lugoba,Tumbi Juu,38.31291744999999
Pwani,Bagamoyo,Magomeni,Baukani B,38.88588745
Pwani,Bagamoyo,Magomeni,Benki,38.90451775
Pwani,Bagamoyo,Magomeni,Bondeni,38.93931149
Pwani,Bagamoyo,Magomeni,Bong'Wa,38.898489354166664
Pwani,Bagamoyo,Magomeni,Gezaulole,38.781803955
Pwani,Bagamoyo,Magomeni,Gongoni,38.88978569
Pwani,Bagamoyo,Magomeni,Kati,38.73732076
Pwani,Bagamoyo,Magomeni,Kibaoni,38.78140145
Pwani,Bagamoyo,Magomeni,Kifudwe,38.75761455
Pwani,Bagamoyo,Magomeni,Kimarang'Ombe,38.88025381
Pwani,Bagamoyo,Magomeni,Kisutu,38.89795698
Pwani,Bagamoyo,Magomeni,Kitopeni B,38.916813995
Pwani,Bagamoyo,Magomeni,Kivumo,38.8916439
Pwani,Bagamoyo,Magomeni,Magomeni A,38.898861006
Pwani,Bagamoyo,Magomeni,Magomeni B,38.88643583166667
Pwani,Bagamoyo,Magomeni,Magomeni C,38.89959848833333
Pwani,Bagamoyo,Magomeni,Majani Mapana,38.90160401
Pwani,Bagamoyo,Magomeni,Maji Coast,38.89743182782609
Pwani,Bagamoyo,Magomeni,Mianzini A,38.899119535
Pwani,Bagamoyo,Magomeni,Mianzini B,38.899179505
Pwani,Bagamoyo,Magomeni,Migude,38.90878139
Pwani,Bagamoyo,Magomeni,Milo,38.7437696
Pwani,Bagamoyo,Magomeni,Mji Mpya,38.8867878675
Pwani,Bagamoyo,Magomeni,Mkwajuni,38.79806659
Pwani,Bagamoyo,Magomeni,Mto Wa Nyanza,38.918356405
Pwani,Bagamoyo,Magomeni,Mtoni,38.82083178
Pwani,Bagamoyo,Magomeni,Mwanakalenge,38.906572755
Pwani,Bagamoyo,Magomeni,Mwembe Mkole,38.89624092
Pwani,Bagamoyo,Magomeni,Nia Njema A,38.893204814
Pwani,Bagamoyo,Magomeni,Nia Njema B,38.89796015
Pwani,Bagamoyo,Magomeni,Nia Njema C,38.89298880636364
Pwani,Bagamoyo,Magomeni,Razaba,38.83846792
Pwani,Bagamoyo,Magomeni,Sanzale,38.872404036666666
Pwani,Bagamoyo,Magomeni,Ukuni,38.91227386666667
Pwani,Bagamoyo,Magomeni,Vihagata,38.72726315
Pwani,Bagamoyo,Mbwewe,Gwami,38.24532429999999
Pwani,Bagamoyo,Mbwewe,Jaila,38.133252455000004
Pwani,Bagamoyo,Mbwewe,Kihimbwa,38.299194754545454
Pwani,Bagamoyo,Mbwewe,Kikwazu,38.24319469
Pwani,Bagamoyo,Mbwewe,Kilangawageni,38.123118215
Pwani,Bagamoyo,Mbwewe,Kimange,38.29989246333333
Pwani,Bagamoyo,Mbwewe,Komkwazu,38.32953905
Pwani,Bagamoyo,Mbwewe,Komzinge,38.27884007666667
Pwani,Bagamoyo,Mbwewe,Kunduchi,38.24307565
Pwani,Bagamoyo,Mbwewe,Kwa Mkondo,38.24598898
Pwani,Bagamoyo,Mbwewe,Kwa Mwaleni,38.239287313333335
Pwani,Bagamoyo,Mbwewe,Kwedigongo,38.23856758
Pwani,Bagamoyo,Mbwewe,Kwedilonga,38.22529886
Pwani,Bagamoyo,Mbwewe,Magubika,38.299188215
Pwani,Bagamoyo,Mbwewe,Mamisu,38.1268559
Pwani,Bagamoyo,Mbwewe,Migola,38.208317135
Pwani,Bagamoyo,Mbwewe,Minazini,38.24418332500001
Pwani,Bagamoyo,Mbwewe,Mmajali,38.24065611
