region,lga,ward,subvillage,population_imputed_subvillage
Mbeya,Rungwe,Lupata,Kikulumba,
Mbeya,Rungwe,Lupata,Kikusya,
Mbeya,Rungwe,Lupata,Kilosi,
Mbeya,Rungwe,Lupata,Kituli,
Mbeya,Rungwe,Lupata,Kukulumba,
Mbeya,Rungwe,Lupata,Lembuka,
Mbeya,Rungwe,Lupata,Malema,
Mbeya,Rungwe,Lupata,Mbongolo,
Mbeya,Rungwe,Lupata,Mpanda,
Mbeya,Rungwe,Lupata,Mpanda Mjini,
Mbeya,Rungwe,Lupata,Mwakipiko,
Mbeya,Rungwe,Lupata,Njisi,
Mbeya,Rungwe,Lupata,Ntapisi Kati,
Mbeya,Rungwe,Lupata,Suba,
Mbeya,Rungwe,Lutebe,Ibungu,
Mbeya,Rungwe,Lutebe,Ibwe,
Mbeya,Rungwe,Lutebe,Ighembe,
Mbeya,Rungwe,Lutebe,Ikanu,
Mbeya,Rungwe,Lutebe,Ikubo,
Mbeya,Rungwe,Lutebe,Ikwega,
Mbeya,Rungwe,Lutebe,Ipuguso,
Mbeya,Rungwe,Lutebe,Ipyana,
Mbeya,Rungwe,Lutebe,Ipyela,
Mbeya,Rungwe,Lutebe,Itebe,
Mbeya,Rungwe,Lutebe,Itete,
Mbeya,Rungwe,Lutebe,Itimbo,
Mbeya,Rungwe,Lutebe,Kabula,
Mbeya,Rungwe,Lutebe,Kasanga,
Mbeya,Rungwe,Lutebe,Kikwego,
Mbeya,Rungwe,Lutebe,Kisondela,
Mbeya,Rungwe,Lutebe,Lusoko,
Mbeya,Rungwe,Lutebe,Luteba,
Mbeya,Rungwe,Lutebe,Majesi,
Mbeya,Rungwe,Lutebe,Mwakaleli,
Mbeya,Rungwe,Lutebe,Ndaga,
Mbeya,Rungwe,Lutebe,Ndamba,
Mbeya,Rungwe,Lutebe,Ngela,
Mbeya,Rungwe,Lwangwa,Bunyakasege,
Mbeya,Rungwe,Lwangwa,Buselya,
Mbeya,Rungwe,Lwangwa,Butumba,
Mbeya,Rungwe,Lwangwa,Iloboko,
Mbeya,Rungwe,Lwangwa,Ilopa,
Mbeya,Rungwe,Lwangwa,Itiki,
Mbeya,Rungwe,Lwangwa,Kamambande,
Mbeya,Rungwe,Lwangwa,Kiputa,
Mbeya,Rungwe,Lwangwa,Kisondela,
Mbeya,Rungwe,Lwangwa,Kitali,
Mbeya,Rungwe,Lwangwa,Loboko,
Mbeya,Rungwe,Lwangwa,Lukasi,
Mbeya,Rungwe,Lwangwa,Lupaso,
Mbeya,Rungwe,Lwangwa,Mbande,
Mbeya,Rungwe,Lwangwa,Mbigili,
Mbeya,Rungwe,Lwangwa,Ngelenge,
Mbeya,Rungwe,Masukulu,Kikole Kaskazini,
Mbeya,Rungwe,Masukulu,Kikole Kusini,
Mbeya,Rungwe,Mpondo,Ighembe,
Mbeya,Rungwe,Mpondo,Ilundu,
Mbeya,Rungwe,Mpondo,Ipoma,
Mbeya,Rungwe,Mpondo,Kasanga,
Mbeya,Rungwe,Mpondo,Mpafwa,
Mbeya,Rungwe,Mpondo,Ngunjwa,
Mbeya,Rungwe,Mpondo,Nsongolo,
Mbeya,Rungwe,Mpuguso,Igembe,
Mbeya,Rungwe,Mpuguso,Isajilo,
Mbeya,Rungwe,Mpuguso,Katumba,
Mbeya,Rungwe,Mpuguso,Kinongwanongwa,
Mbeya,Rungwe,Mpuguso,Mbyanga,
Mbeya,Rungwe,Mpuguso,Mibula,
Mbeya,Rungwe,Mpuguso,Mpuguso,
Mbeya,Rungwe,Mpuguso,Nkuju,
Mbeya,Rungwe,Mpuguso,Ushirika,
Mbeya,Rungwe,Suma,Bujesi,
Mbeya,Rungwe,Suma,Bulongi,
Mbeya,Rungwe,Suma,Bulongwe,
Mbeya,Rungwe,Suma,Bunya Kikosu,
Mbeya,Rungwe,Suma,Iponjola,
Mbeya,Rungwe,Suma,Iponola,
Mbeya,Rungwe,Suma,Kakande,
Mbeya,Rungwe,Suma,Kakando,
Mbeya,Rungwe,Suma,Kakonde,
Mbeya,Rungwe,Suma,Katumba,
Mbeya,Rungwe,Suma,Kibumba,
Mbeya,Rungwe,Suma,Kilalo,
Mbeya,Rungwe,Suma,Lukingi,
Mbeya,Rungwe,Suma,Masa,
Mbeya,Rungwe,Suma,Masa Chini,
Mbeya,Rungwe,Suma,Masa Juu,
Mbeya,Rungwe,Suma,Masebe,
Mbeya,Rungwe,Suma,Mpombo,
Morogoro,Kilombero,Chisano,Chisano,402.3333333333333
Morogoro,Kilombero,Chisano,Liachema,350.0
Morogoro,Kilombero,Chisano,Mgolafinyonge,60.0
Morogoro,Kilombero,Chisano,Mgololafinyonge,240.0
Morogoro,Kilombero,Chisano,Mgugwe,800.0
Morogoro,Kilombero,Chisano,Uwanja Wa Ndege,200.0
Morogoro,Kilombero,Chita,Chinganda,600.0
Morogoro,Kilombero,Chita,Chinganga,1500.0
Morogoro,Kilombero,Chita,Idalikilo,325.0
Morogoro,Kilombero,Chita,Idunda,700.0
Morogoro,Kilombero,Chita,Ihanga,300.0
Morogoro,Kilombero,Chita,Ipungahewa,300.0
Morogoro,Kilombero,Chita,Kaduduma,546.0
Morogoro,Kilombero,Chita,Kalihanya,400.0
Morogoro,Kilombero,Chita,Kduduma,500.0
Morogoro,Kilombero,Chita,Kisata,200.0
Morogoro,Kilombero,Chita,Kitundu,700.0
Morogoro,Kilombero,Chita,Lufuru,175.0
Morogoro,Kilombero,Chita,Makutano,600.0
Morogoro,Kilombero,Chita,Mkocheni,600.0
Morogoro,Kilombero,Chita,Mkondoo,333.3333333333333
Morogoro,Kilombero,Chita,Mlumbaji,766.6666666666666
Morogoro,Kilombero,Chita,Msita,500.0
Morogoro,Kilombero,Chita,Tangini,150.0
Morogoro,Kilombero,Idete,Bomamzinga A,400.0
Morogoro,Kilombero,Idete,Bomamzinga B,120.0
Morogoro,Kilombero,Idete,Chandundu,810.0
Morogoro,Kilombero,Idete,Godown A,158.33333333333334
Morogoro,Kilombero,Idete,Ichima,100.0
Morogoro,Kilombero,Idete,Idandu,280.0
Morogoro,Kilombero,Idete,Kisegese,702.0
Morogoro,Kilombero,Idete,Miomboni,500.0
Morogoro,Kilombero,Idete,Miwangani A,500.0
Morogoro,Kilombero,Idete,Miwangani B,66.66666666666667
Morogoro,Kilombero,Idete,Mlima Wa Tanga,300.0
Morogoro,Kilombero,Idete,Msumbiji A,499.1111111111111
Morogoro,Kilombero,Idete,Msumbiji B,150.0
Morogoro,Kilombero,Idete,Nambaya,150.0
Morogoro,Kilombero,Idete,Namwawala A,284.14285714285717
Morogoro,Kilombero,Idete,Namwawala B,1000.0
Morogoro,Kilombero,Idete,Ndundu,275.0
Morogoro,Kilombero,Idete,Videnge,100.0
Morogoro,Kilombero,Ifakara,Ifakara Mjini,636.0
Morogoro,Kilombero,Ifakara,Jongo,868.75
Morogoro,Kilombero,Ifakara,Katindiuka A,505.3333333333333
Morogoro,Kilombero,Ifakara,Katindiuka B,233.33333333333334
Morogoro,Kilombero,Ifakara,Katindiuka C,291.6666666666667
Morogoro,Kilombero,Ifakara,Kihungwile,502.1818181818182
Morogoro,Kilombero,Ifakara,Kilombero,300.0
Morogoro,Kilombero,Ifakara,Lihami,434.54545454545456
Morogoro,Kilombero,Ifakara,Lipangalala,193.75
Morogoro,Kilombero,Ifakara,Mangwale,460.0
Morogoro,Kilombero,Ifakara,Mhola,462.5
Morogoro,Kilombero,Ifakara,Mkuya,556.25
Morogoro,Kilombero,Ifakara,Mkuye,175.0
Morogoro,Kilombero,Ifakara,Mlababi A,1200.0
Morogoro,Kilombero,Ifakara,Mlabani A,463.3333333333333
Morogoro,Kilombero,Ifakara,Mlabani B,318.75
Morogoro,Kilombero,Ifakara,Muhola,1000.0
Morogoro,Kilombero,Ifakara,Nduna,462.5
Morogoro,Kilombero,Ifakara,Upigoro,350.0
Morogoro,Kilombero,Ifakara,Upogoro,423.2
Morogoro,Kilombero,Ifakara,Viwandani,433.3333333333333
Morogoro,Kilombero,Ifakara,Viwanja Sitini,537.5
Morogoro,Kilombero,Kibaoni,Boma,170.0
Morogoro,Kilombero,Kibaoni,Kapollo,1050.0
Morogoro,Kilombero,Kibaoni,Kapolo,160.76923076923077
Morogoro,Kilombero,Kibaoni,Kikwawila,240.0
Morogoro,Kilombero,Kibaoni,Kilama A,82.77777777777777
Morogoro,Kilombero,Kibaoni,Kilama B,300.0
Morogoro,Kilombero,Kibaoni,Kilolelo,270.0
Morogoro,Kilombero,Kibaoni,Lungongole A,350.0
Morogoro,Kilombero,Kibaoni,Lungongole B,342.5
Morogoro,Kilombero,Kibaoni,Maendeleo,757.1428571428571
Morogoro,Kilombero,Kibaoni,Mangungu,250.0
Morogoro,Kilombero,Kibaoni,Mbasakati,370.0
Morogoro,Kilombero,Kibaoni,Mchonjoi,200.0
Morogoro,Kilombero,Kibaoni,Milola,215.0
Morogoro,Kilombero,Kibaoni,Mlimani,700.0
Morogoro,Kilombero,Kibaoni,Nanganje,1750.0
Morogoro,Kilombero,Kibaoni,Shungu,450.0
Morogoro,Kilombero,Kibaoni,Site,225.0
Morogoro,Kilombero,Kibaoni,Station,1065.0
Morogoro,Kilombero,Kiberege,Bwawani,339.6666666666667
Morogoro,Kilombero,Kiberege,Chumaulete,375.0
Morogoro,Kilombero,Kiberege,Mailimia,350.0
Morogoro,Kilombero,Kiberege,Mbalaji,600.0
Morogoro,Kilombero,Kiberege,Mbaraji,250.0
Morogoro,Kilombero,Kiberege,Minazini,300.0
Morogoro,Kilombero,Kiberege,Msufini,275.0
Morogoro,Kilombero,Kiberege,Namisatu,183.33333333333334
Morogoro,Kilombero,Kiberege,Nangonji,800.0
Morogoro,Kilombero,Kiberege,Nyamwezi,1320.0
Morogoro,Kilombero,Kiberege,Sagamaganga A,800.0
Morogoro,Kilombero,Kiberege,Sagamaganga B,283.3333333333333
Morogoro,Kilombero,Kiberege,Stand,400.0
Morogoro,Kilombero,Kiberege,Sululu,1125.0
Morogoro,Kilombero,Kiberege,Tazara,1000.0
Morogoro,Kilombero,Kidatu,Chicago,284.9
Morogoro,Kilombero,Kidatu,Kidatu A,244.5
Morogoro,Kilombero,Kidatu,Kidatu B,238.35294117647058
Morogoro,Kilombero,Kidatu,Mkamba A,341.0
Morogoro,Kilombero,Kidatu,Mkamba B,166.66666666666666
Morogoro,Kilombero,Kidatu,Msolwa,150.0
Morogoro,Kilombero,Kidatu,Msolwa Kati,366.44
Morogoro,Kilombero,Kidatu,Mtukula,314.5
Morogoro,Kilombero,Kidatu,Nyandeo,250.0
Morogoro,Kilombero,Kidatu,Nyange,343.75
Morogoro,Kilombero,Kidatu,Sumbuguru,93.33333333333333
Morogoro,Kilombero,Kisawasawa,Barabarani,197.5
Morogoro,Kilombero,Kisawasawa,Darajani,233.33333333333334
Morogoro,Kilombero,Kisawasawa,Gamuya,400.0
Morogoro,Kilombero,Kisawasawa,Kachechema,220.0
Morogoro,Kilombero,Kisawasawa,Kichangani,295.0
Morogoro,Kilombero,Kisawasawa,Kimbingichingi,366.6666666666667
Morogoro,Kilombero,Kisawasawa,Mayai,200.0
Morogoro,Kilombero,Kisawasawa,Mdokonyole,317.5
Morogoro,Kilombero,Kisawasawa,Mkumba,100.0
Morogoro,Kilombero,Kisawasawa,Mndewa,275.0
Morogoro,Kilombero,Kisawasawa,Mngudeni,250.0
Morogoro,Kilombero,Kisawasawa,Ngamange,416.6666666666667
Morogoro,Kilombero,Kisawasawa,Ngapanya,250.0
Morogoro,Kilombero,Kisawasawa,Palasa,300.0
Morogoro,Kilombero,Kisawasawa,Shuleni,650.0
Morogoro,Kilombero,Kisawasawa,Sogeambele,300.0
Morogoro,Kilombero,Lumemo,Igombati,350.0
Morogoro,Kilombero,Lumemo,Ihanga,538.6
Morogoro,Kilombero,Lumemo,Kidibu,493.3333333333333
Morogoro,Kilombero,Lumemo,Kihogosi,550.0
Morogoro,Kilombero,Lumemo,Kikweta,193.0
Morogoro,Kilombero,Lumemo,Kwalihala,200.0
Morogoro,Kilombero,Lumemo,Lihala,300.0
Morogoro,Kilombero,Lumemo,Lumemo,200.0
Morogoro,Kilombero,Lumemo,Lumemo A,307.14285714285717
Morogoro,Kilombero,Lumemo,Lumemo B,206.66666666666666
Morogoro,Kilombero,Lumemo,Lusapa,225.0
Morogoro,Kilombero,Lumemo,Machipi,216.66666666666666
Morogoro,Kilombero,Lumemo,Magoha,166.66666666666666
Morogoro,Kilombero,Lumemo,Mahutanga A,108.33333333333333
Morogoro,Kilombero,Lumemo,Mahutanga B,140.0
Morogoro,Kilombero,Lumemo,Makelo Juu,400.0
Morogoro,Kilombero,Lumemo,Makero Chini,387.5
Morogoro,Kilombero,Lumemo,Michenga A,325.0
Morogoro,Kilombero,Lumemo,Michenga B,465.0
Morogoro,Kilombero,Lumemo,Michenga C,326.0
Morogoro,Kilombero,Lumemo,Michenga D,366.6666666666667
Morogoro,Kilombero,Lumemo,Mikoroshini,106.66666666666667
Morogoro,Kilombero,Lumemo,Mnola,136.0
Morogoro,Kilombero,Lumemo,Muungano,1044.1666666666667
Morogoro,Kilombero,Lumemo,Nakatimbo,500.0
Morogoro,Kilombero,Lumemo,Upendo,390.0
Morogoro,Kilombero,Mang'ula,Bwawani,270.0
Morogoro,Kilombero,Mang'ula,Chipindi,280.0
Morogoro,Kilombero,Mang'ula,Ddc,284.0
Morogoro,Kilombero,Mang'ula,General Tyre,275.0
Morogoro,Kilombero,Mang'ula,Gengeni,225.0
Morogoro,Kilombero,Mang'ula,Kaloleni,233.33333333333334
Morogoro,Kilombero,Mang'ula,Kisiwani,290.0
Morogoro,Kilombero,Mang'ula,Madukani,332.5
Morogoro,Kilombero,Mang'ula,Magengeni,180.0
Morogoro,Kilombero,Mang'ula,Mbasa,150.0
Morogoro,Kilombero,Mang'ula,Mbwaike,310.0
Morogoro,Kilombero,Mang'ula,Mchanatumwage,400.0
Morogoro,Kilombero,Mang'ula,Mchangatumwage,150.0
Morogoro,Kilombero,Mang'ula,Mgengeni,400.0
Morogoro,Kilombero,Mang'ula,Minazini,426.6666666666667
Morogoro,Kilombero,Mang'ula,Miwangani,500.0
Morogoro,Kilombero,Mang'ula,Mjimpya,280.0
Morogoro,Kilombero,Mang'ula,Mjimpyamwaya,300.0
Morogoro,Kilombero,Mang'ula,Mlagayai,200.0
Morogoro,Kilombero,Mang'ula,Mtambukareli,270.0
Morogoro,Kilombero,Mang'ula,Mtimkavu,150.0
Morogoro,Kilombero,Mang'ula,Mwaike,270.0
Morogoro,Kilombero,Mang'ula,Mwamaroba,290.0
Morogoro,Kilombero,Mang'ula,Posta,275.0
Morogoro,Kilombero,Mang'ula,Relini,235.71428571428572
Morogoro,Kilombero,Mang'ula,Shuleni,493.8666666666667
Morogoro,Kilombero,Mang'ula,Sogeambele,264.0
Morogoro,Kilombero,Mang'ula,Tazara,300.0
Morogoro,Kilombero,Masagati,Ibaku,200.0
Morogoro,Kilombero,Masagati,Igugu,100.0
Morogoro,Kilombero,Masagati,Ipinde,156.66666666666666
Morogoro,Kilombero,Masagati,Mlimbambwanda,175.0
Morogoro,Kilombero,Masagati,Pumbwe,140.0
Morogoro,Kilombero,Masagati,Taweta,312.5
Morogoro,Kilombero,Mbingu,Chiwachiwa,1300.0
Morogoro,Kilombero,Mbingu,Igima,1025.0
Morogoro,Kilombero,Mbingu,Kibugumo,700.0
Morogoro,Kilombero,Mbingu,Kiguguma,300.0
Morogoro,Kilombero,Mbingu,Londo,880.8333333333334
Morogoro,Kilombero,Mbingu,Mbingu,663.6666666666666
Morogoro,Kilombero,Mbingu,Mpofu,450.0
Morogoro,Kilombero,Mbingu,Msokelo,420.0
Morogoro,Kilombero,Mbingu,Namalumbo,500.0
Morogoro,Kilombero,Mbingu,Ngajengwa,500.0
Morogoro,Kilombero,Mbingu,Sanjemgambo,1183.0
Morogoro,Kilombero,Mbingu,Vigaeni,700.0
Morogoro,Kilombero,Mchombe,Idulike,500.0
Morogoro,Kilombero,Mchombe,Ikela,245.0
Morogoro,Kilombero,Mchombe,Ikule,400.0
Morogoro,Kilombero,Mchombe,Ilole,513.3333333333334
Morogoro,Kilombero,Mchombe,Imwaga,320.0
Morogoro,Kilombero,Mchombe,Itongowa A,500.0
Morogoro,Kilombero,Mchombe,Itongowa B,500.0
Morogoro,Kilombero,Mchombe,Kiburubutu,300.0
Morogoro,Kilombero,Mchombe,Kichangani,60.0
Morogoro,Kilombero,Mchombe,Kidete,130.0
Morogoro,Kilombero,Mchombe,Kikoleko,1807.0
Morogoro,Kilombero,Mchombe,Lukolongo,100.0
Morogoro,Kilombero,Mchombe,Mchombe,300.0
Morogoro,Kilombero,Mchombe,Mchombe A,225.0
Morogoro,Kilombero,Mchombe,Mgudeni,700.0
Morogoro,Kilombero,Mchombe,Mkanawalo,500.0
Morogoro,Kilombero,Mchombe,Mkangawale,700.0
Morogoro,Kilombero,Mchombe,Mkangawalo,552.0
Morogoro,Kilombero,Mchombe,Mlimani,38.0
Morogoro,Kilombero,Mchombe,Mngeta,150.0
Morogoro,Kilombero,Mchombe,Msesere,300.0
Morogoro,Kilombero,Mchombe,Njage,1050.0
Morogoro,Kilombero,Mchombe,Toa,100.0
Morogoro,Kilombero,Mkula,Bokera,75.0
Morogoro,Kilombero,Mkula,Kisiwani,125.0
Morogoro,Kilombero,Mkula,Mkula A,304.0
Morogoro,Kilombero,Mkula,Mkula B,600.0
Morogoro,Kilombero,Mkula,Mlimani Park,20.0
Morogoro,Kilombero,Mkula,Msumbiji,233.33333333333334
Morogoro,Kilombero,Mkula,Sonjo,130.0
Morogoro,Kilombero,Mkula,Sonjokati,175.0
Morogoro,Kilombero,Mkula,Tanzania,183.33333333333334
Morogoro,Kilombero,Mlimba,Barabarampya,275.0
Morogoro,Kilombero,Mlimba,Gezaulole,300.0
Morogoro,Kilombero,Mlimba,Jaribi B,200.0
Morogoro,Kilombero,Mlimba,Jaribu A,250.0
Morogoro,Kilombero,Mlimba,Kamwene,105.25
Morogoro,Kilombero,Mlimba,Kitete,66.0
Morogoro,Kilombero,Mlimba,Kota,320.0
Morogoro,Kilombero,Mlimba,Lumumwe,250.0
Morogoro,Kilombero,Mlimba,Lyasenga,250.0
Morogoro,Kilombero,Mlimba,Malawi,80.0
Morogoro,Kilombero,Mlimba,Malige,250.0
Morogoro,Kilombero,Mlimba,Mapungulusi,300.0
Morogoro,Kilombero,Mlimba,Market,207.5
Morogoro,Kilombero,Mlimba,Matangini A,250.0
Morogoro,Kilombero,Mlimba,Matangini B,220.0
Morogoro,Kilombero,Mlimba,Matema Mjini,316.6666666666667
Morogoro,Kilombero,Mlimba,Mikoroshini,300.0
Morogoro,Kilombero,Mlimba,Mjimwema,300.0
Morogoro,Kilombero,Mlimba,Mpangala,200.0
Morogoro,Kilombero,Mlimba,Msimazi,200.0
Morogoro,Kilombero,Mlimba,Muungano,200.0
Morogoro,Kilombero,Mlimba,Mwaliga,250.0
Morogoro,Kilombero,Mlimba,Mwalige,150.0
Morogoro,Kilombero,Mlimba,Mwenge,150.0
Morogoro,Kilombero,Mlimba,Ngwasi,234.0
Morogoro,Kilombero,Mlimba,Nyumbangulu,125.0
Morogoro,Kilombero,Mlimba,Samora,333.3333333333333
Morogoro,Kilombero,Mlimba,School,350.0
Morogoro,Kilombero,Mlimba,Songambele,250.0
Morogoro,Kilombero,Mlimba,Transporter,225.0
Morogoro,Kilombero,Mlimba,Usalama,750.0
Morogoro,Kilombero,Mlimba,Viwanjastini A,375.0
Morogoro,Kilombero,Mlimba,Wazee,100.0
Morogoro,Kilombero,Mlimba,Yeriko,110.0
Morogoro,Kilombero,Mofu,Ihenga,250.0
Morogoro,Kilombero,Mofu,Ijia,225.0
Morogoro,Kilombero,Mofu,Imelamela,175.0
Morogoro,Kilombero,Mofu,Imelemela,527.0
Morogoro,Kilombero,Mofu,Kalenga,133.33333333333334
Morogoro,Kilombero,Mofu,Kidimu,150.0
Morogoro,Kilombero,Mofu,Mbaruka,150.0
Morogoro,Kilombero,Mofu,Misheni,1000.0
Morogoro,Kilombero,Mofu,Mission,400.0
Morogoro,Kilombero,Mofu,Mnganyingila,200.0
Morogoro,Kilombero,Mofu,Mwaya,319.6
Morogoro,Kilombero,Mofu,Nganyangila,100.0
Morogoro,Kilombero,Sanje,Barabarani,117.0
Morogoro,Kilombero,Sanje,Barabsrani,1.0
Morogoro,Kilombero,Sanje,Itefa,334.0
Morogoro,Kilombero,Sanje,Maramato,25.5
Morogoro,Kilombero,Sanje,Misufini,100.0
Morogoro,Kilombero,Sanje,Miwangani A,200.0
Morogoro,Kilombero,Sanje,Miwangani B,225.0
Morogoro,Kilombero,Sanje,Mpirani,143.75
Morogoro,Kilombero,Sanje,Nyumbabora,332.6
Morogoro,Kilombero,Sanje,Sanje,50.0
Morogoro,Kilombero,Sanje,Shuleni,187.54545454545453
Morogoro,Kilombero,Sanje,Uhuru,30.0
Morogoro,Kilombero,Uchindile,Lugala,100.0
Morogoro,Kilombero,Utengule,Iduindembo,450.0
Morogoro,Kilombero,Utengule,Ipugasi,275.0
Morogoro,Kilombero,Utengule,Mpanga A,375.0
Morogoro,Kilombero,Utengule,Mtakuja,293.3333333333333
Morogoro,Kilombero,Utengule,Ndefi,400.0
Morogoro,Kilombero,Utengule,Ngalimila A,433.3333333333333
Morogoro,Kilombero,Utengule,Ngalimila B,220.0
Morogoro,Kilombero,Utengule,Utegule,150.0
Morogoro,Kilombero,Utengule,Utengule,250.0
Morogoro,Kilosa,Berega,Amani,800.0
Morogoro,Kilosa,Berega,Chang'Ombe,356.0
Morogoro,Kilosa,Berega,Chibunde,606.0
Morogoro,Kilosa,Berega,Majengo,392.5
Morogoro,Kilosa,Berega,Mangidi A,420.0
Morogoro,Kilosa,Berega,Mangidi B,400.0
Morogoro,Kilosa,Berega,Mbuyuni,211.5
Morogoro,Kilosa,Berega,Mgwami,200.0
Morogoro,Kilosa,Berega,Miembeni,530.0
Morogoro,Kilosa,Berega,Misheni,350.0
Morogoro,Kilosa,Berega,Mkambalani,244.33333333333334
Morogoro,Kilosa,Berega,Mlingoti A,317.3333333333333
Morogoro,Kilosa,Berega,Mlingoti C,327.0
Morogoro,Kilosa,Berega,Msalama,365.0
Morogoro,Kilosa,Berega,Mtarudi,612.0
Morogoro,Kilosa,Berega,Nyanja,1525.0
Morogoro,Kilosa,Berega,Osongoni,1500.0
Morogoro,Kilosa,Berega,Shuleni,420.0
Morogoro,Kilosa,Berega,Sokoni,309.0
Morogoro,Kilosa,Berega,Usongoni,600.0
Morogoro,Kilosa,Chakwale,Chakwale Mjini,108.6
Morogoro,Kilosa,Chakwale,Chakwale Mjinni,90.0
Morogoro,Kilosa,Chakwale,Chakwale Mmjini,80.0
Morogoro,Kilosa,Chakwale,Chan`Gombe,150.0
Morogoro,Kilosa,Chakwale,Chang'Ombe,1050.0
Morogoro,Kilosa,Chakwale,Chigage,50.0
Morogoro,Kilosa,Chakwale,Diola,600.0
Morogoro,Kilosa,Chakwale,Idibo Kati,415.0
Morogoro,Kilosa,Chakwale,Ilala,250.0
Morogoro,Kilosa,Chakwale,Kaloleni,90.0
Morogoro,Kilosa,Chakwale,Kichangani,265.0
Morogoro,Kilosa,Chakwale,Kinangali,132.0
Morogoro,Kilosa,Chakwale,Lenji,240.0
Morogoro,Kilosa,Chakwale,Magenge,132.0
Morogoro,Kilosa,Chakwale,Magomeni,80.0
Morogoro,Kilosa,Chakwale,Majengo,180.0
Morogoro,Kilosa,Chakwale,Masuguru,120.0
Morogoro,Kilosa,Chakwale,Matale,2750.0
Morogoro,Kilosa,Chakwale,Maweni,135.0
Morogoro,Kilosa,Chakwale,Migungani,1500.0
Morogoro,Kilosa,Chakwale,Mikiyo,300.0
Morogoro,Kilosa,Chakwale,Mission,122.5
Morogoro,Kilosa,Chakwale,Mtakuja,650.0
Morogoro,Kilosa,Chakwale,Muheza,200.0
Morogoro,Kilosa,Chakwale,Ngholong,120.0
Morogoro,Kilosa,Chakwale,Nhgolongo,160.0
Morogoro,Kilosa,Chakwale,Nhyasi,250.0
Morogoro,Kilosa,Chakwale,Rwande A,350.0
Morogoro,Kilosa,Chakwale,Sanganjelo,150.0
Morogoro,Kilosa,Chakwale,Sanganjelu,250.0
Morogoro,Kilosa,Chakwale,Sokoni,150.0
Morogoro,Kilosa,Chakwale,Songambele,120.0
Morogoro,Kilosa,Chakwale,Usitu,150.0
Morogoro,Kilosa,Chakwale,Wagogo,250.0
Morogoro,Kilosa,Chanzuru,Batini A,112.0
Morogoro,Kilosa,Chanzuru,Batini B,92.85714285714286
Morogoro,Kilosa,Chanzuru,Bondeni A,400.0
Morogoro,Kilosa,Chanzuru,Bondeni B,295.0
Morogoro,Kilosa,Chanzuru,Darajani,210.0
Morogoro,Kilosa,Chanzuru,Dundumwa,313.3333333333333
Morogoro,Kilosa,Chanzuru,Estate,100.0
Morogoro,Kilosa,Chanzuru,Gongoni,385.0
Morogoro,Kilosa,Chanzuru,Ilonga Juu,675.0
Morogoro,Kilosa,Chanzuru,Kigenge,125.0
Morogoro,Kilosa,Chanzuru,Kwangaya,250.0
Morogoro,Kilosa,Chanzuru,M8Ungano,80.0
Morogoro,Kilosa,Chanzuru,Madoto Ranch,445.75
Morogoro,Kilosa,Chanzuru,Madukani,311.6666666666667
Morogoro,Kilosa,Chanzuru,Madukani B,80.0
Morogoro,Kilosa,Chanzuru,Magomeni A,275.0
Morogoro,Kilosa,Chanzuru,Magomeni B,200.0
Morogoro,Kilosa,Chanzuru,Makurunge,310.0
Morogoro,Kilosa,Chanzuru,Mapilipili A,145.33333333333334
Morogoro,Kilosa,Chanzuru,Mapilipili B,88.0
Morogoro,Kilosa,Chanzuru,Mgomo,200.0
Morogoro,Kilosa,Chanzuru,Mikoroshoni,156.66666666666666
Morogoro,Kilosa,Chanzuru,Mkoisani,75.0
Morogoro,Kilosa,Chanzuru,Mkwajuni,250.0
Morogoro,Kilosa,Chanzuru,Msalabani,125.0
Morogoro,Kilosa,Chanzuru,Msikitini,145.0
Morogoro,Kilosa,Chanzuru,Msimba,600.0
Morogoro,Kilosa,Chanzuru,Muungano,95.0
Morogoro,Kilosa,Chanzuru,Ngoisani,250.0
Morogoro,Kilosa,Chanzuru,Parakuyo,190.0
Morogoro,Kilosa,Chanzuru,Shuleni,169.15384615384616
Morogoro,Kilosa,Chanzuru,Teacher`S Training College-Ttc,800.0
Morogoro,Kilosa,Chanzuru,Tembeni,171.0
Morogoro,Kilosa,Chanzuru,Twatwatwa,142.5
Morogoro,Kilosa,Dumila,Bombani,1000.0
Morogoro,Kilosa,Dumila,Bwawani,715.0
Morogoro,Kilosa,Dumila,Chamazi,530.0
Morogoro,Kilosa,Dumila,Dumila Juu,1634.0
Morogoro,Kilosa,Dumila,Kambini,535.0
Morogoro,Kilosa,Dumila,Kichangani,340.0
Morogoro,Kilosa,Dumila,Madukani,220.0
Morogoro,Kilosa,Dumila,Malindi,157.5
Morogoro,Kilosa,Dumila,Mangolo,480.0
Morogoro,Kilosa,Dumila,Matale,356.0
Morogoro,Kilosa,Dumila,Matongolo,499.42857142857144
Morogoro,Kilosa,Dumila,Mawangala,450.0
Morogoro,Kilosa,Dumila,Mgudeni,975.0
Morogoro,Kilosa,Dumila,Nameloko,270.0
Morogoro,Kilosa,Dumila,Ndagani,562.0
Morogoro,Kilosa,Dumila,Ndugai,300.0
Morogoro,Kilosa,Dumila,Njiapanda,1033.3333333333333
Morogoro,Kilosa,Dumila,Parisi,900.0
Morogoro,Kilosa,Dumila,Shuleni,500.0
Morogoro,Kilosa,Dumila,Umakuani,241.66666666666666
Morogoro,Kilosa,Dumila,Uruguruni,316.6666666666667
Morogoro,Kilosa,Dumila,Yangeyange,415.0
