region,lga,ward,subvillage,gps_height_imputed_subvillage
Morogoro,Kilosa,Magubike,Mazimbo,
Morogoro,Kilosa,Magubike,Mbuyuni,
Morogoro,Kilosa,Magubike,Mgalai,
Morogoro,Kilosa,Magubike,Mgambo,
Morogoro,Kilosa,Magubike,Miembeni,
Morogoro,Kilosa,Magubike,Mjini A,
Morogoro,Kilosa,Magubike,Mkwajuni,
Morogoro,Kilosa,Magubike,Mtunye,
Morogoro,Kilosa,Magubike,Rugofu,
Morogoro,Kilosa,Magubike,Semuale,
Morogoro,Kilosa,Magubike,Shuleni,
Morogoro,Kilosa,Magubike,Sokoni,
Morogoro,Kilosa,Malolo,Barabani,577.0
Morogoro,Kilosa,Malolo,Chabi,583.0
Morogoro,Kilosa,Malolo,Dar Ea Salaam,545.0
Morogoro,Kilosa,Malolo,Kihuni,520.0
Morogoro,Kilosa,Malolo,Kijiweni,571.5
Morogoro,Kilosa,Malolo,Kimbigili,554.0
Morogoro,Kilosa,Malolo,Morogoro,538.0
Morogoro,Kilosa,Malolo,Ngwembere,557.0
Morogoro,Kilosa,Mamboya,Chang'Ombe,
Morogoro,Kilosa,Mamboya,Fisandu,
Morogoro,Kilosa,Mamboya,Idete,
Morogoro,Kilosa,Mamboya,Ilembile,
Morogoro,Kilosa,Mamboya,Kichangani,
Morogoro,Kilosa,Mamboya,Kitungu B,
Morogoro,Kilosa,Mamboya,Magengeni,
Morogoro,Kilosa,Mamboya,Makuyu,
Morogoro,Kilosa,Mamboya,Masungo,
Morogoro,Kilosa,Mamboya,Mgongo,
Morogoro,Kilosa,Mamboya,Mgongwe,
Morogoro,Kilosa,Mamboya,Miembeni,
Morogoro,Kilosa,Mamboya,Migungani,
Morogoro,Kilosa,Mamboya,Mkwaju,
Morogoro,Kilosa,Mamboya,Mnjwego,
Morogoro,Kilosa,Mamboya,Rembile,
Morogoro,Kilosa,Mamboya,Ruaye,
Morogoro,Kilosa,Mamboya,Sangeti,
Morogoro,Kilosa,Mamboya,Shuleni,
Morogoro,Kilosa,Mamboya,Sokoni,
Morogoro,Kilosa,Masanze,Dinima,488.0
Morogoro,Kilosa,Masanze,Estate,501.0
Morogoro,Kilosa,Masanze,Iganga,549.5
Morogoro,Kilosa,Masanze,Kipekenye,547.0
Morogoro,Kilosa,Masanze,Madizini,491.0
Morogoro,Kilosa,Masanze,Mwero,551.0
Morogoro,Kilosa,Masanze,Shuleni B,704.0
Morogoro,Kilosa,Mikumi,Changarawe,644.5
Morogoro,Kilosa,Mikumi,Kidoma,521.0
Morogoro,Kilosa,Mikumi,Kidomu,519.5
Morogoro,Kilosa,Mikumi,Kidumo,519.0
Morogoro,Kilosa,Mikumi,Kikundi,613.0
Morogoro,Kilosa,Mikumi,Kikwaraza,526.0
Morogoro,Kilosa,Mikumi,Kwa Makanda,695.5
Morogoro,Kilosa,Mikumi,Mabatini,643.0
Morogoro,Kilosa,Mikumi,Magoma,525.0
Morogoro,Kilosa,Mikumi,Majani Mapana,664.0
Morogoro,Kilosa,Mikumi,Mbegesela,688.0
Morogoro,Kilosa,Mikumi,Mgalika,636.0
Morogoro,Kilosa,Mikumi,Mgulu,647.5
Morogoro,Kilosa,Mikumi,Mikumi,518.0
Morogoro,Kilosa,Mikumi,Mji Mpya,522.0
Morogoro,Kilosa,Mikumi,Mjini,524.0
Morogoro,Kilosa,Mikumi,Molemu,513.0
Morogoro,Kilosa,Mikumi,Moremu,521.0
Morogoro,Kilosa,Mikumi,Msufini,696.0
Morogoro,Kilosa,Mikumi,San`Gans,632.0
Morogoro,Kilosa,Mikumi,San`Gara,637.0
Morogoro,Kilosa,Mikumi,Shuleni,613.0
Morogoro,Kilosa,Mikumi,Tambuka Reli,525.0
Morogoro,Kilosa,Msowero,Gongwe,
Morogoro,Kilosa,Msowero,Kitongoji A,
Morogoro,Kilosa,Msowero,Majambaa,
Morogoro,Kilosa,Msowero,Makwambe,
Morogoro,Kilosa,Msowero,Mambegwa A,
Morogoro,Kilosa,Msowero,Mambegwa B,
Morogoro,Kilosa,Msowero,Msowero,
Morogoro,Kilosa,Msowero,Msowero A,
Morogoro,Kilosa,Msowero,Msowero B,
Morogoro,Kilosa,Msowero,Msowero C,
Morogoro,Kilosa,Msowero,Mvumi A,
Morogoro,Kilosa,Msowero,Mvumi B,
Morogoro,Kilosa,Rubeho,Cha Mawe,1380.0
Morogoro,Kilosa,Rubeho,Chamawe,1384.0
Morogoro,Kilosa,Rubeho,Chamgutu,1269.0
Morogoro,Kilosa,Rubeho,Ikenge,1370.0
Morogoro,Kilosa,Rubeho,Ititu,1395.0
Morogoro,Kilosa,Rubeho,Jumbadimwe,1363.0
Morogoro,Kilosa,Rubeho,Jumbadimwe Kichangani,1359.0
Morogoro,Kilosa,Rubeho,Jumbadimwekichangani,1375.0
Morogoro,Kilosa,Rubeho,Kati,1332.5
Morogoro,Kilosa,Rubeho,Kibaoni B,1278.0
Morogoro,Kilosa,Rubeho,Kichangani,1343.0
Morogoro,Kilosa,Rubeho,Kisiman,1272.0
Morogoro,Kilosa,Rubeho,Kwa Mbega,1221.0
Morogoro,Kilosa,Rubeho,Kwa Msongo,1283.0
Morogoro,Kilosa,Rubeho,Kwibogodo,1288.0
Morogoro,Kilosa,Rubeho,Magomeni,1211.0
Morogoro,Kilosa,Rubeho,Mandela,1267.0
Morogoro,Kilosa,Rubeho,Manyani,1261.5
Morogoro,Kilosa,Rubeho,Manyemba,1388.0
Morogoro,Kilosa,Rubeho,Mashineni,1252.0
Morogoro,Kilosa,Rubeho,Mbigili,1250.5
Morogoro,Kilosa,Rubeho,Mbuyunu A,1305.0
Morogoro,Kilosa,Rubeho,Minchenja,1266.0
Morogoro,Kilosa,Rubeho,Minchenja A,1267.0
Morogoro,Kilosa,Rubeho,Mininga,1226.0
Morogoro,Kilosa,Rubeho,Mjini,1385.7777777777778
Morogoro,Kilosa,Rubeho,Mkokani,1336.0
Morogoro,Kilosa,Rubeho,Mlimba,1303.5
Morogoro,Kilosa,Rubeho,Ofsini,1259.0
Morogoro,Kilosa,Rubeho,Shuleni,1350.857142857143
Morogoro,Kilosa,Rubeho,Ungu Rd-No Stand Pipe,1271.0
Morogoro,Kilosa,Rudewa,Kaege,578.5
Morogoro,Kilosa,Rudewa,Madukani,436.0
Morogoro,Kilosa,Rudewa,Makitagi,635.0
Morogoro,Kilosa,Rudewa,Mkwajuni,439.75
Morogoro,Kilosa,Rudewa,Muhangati,647.0
Morogoro,Kilosa,Rudewa,Mwanjagala,461.0
Morogoro,Kilosa,Rudewa,Shuleni,437.5
Morogoro,Kilosa,Rudewa,Unone Juu,585.0
Morogoro,Kilosa,Ruhembe,Barabarani,276.3333333333333
Morogoro,Kilosa,Ruhembe,Ccm,310.0
Morogoro,Kilosa,Ruhembe,Changini,272.0
Morogoro,Kilosa,Ruhembe,Chuo,284.0
Morogoro,Kilosa,Ruhembe,Igogolo,281.0
Morogoro,Kilosa,Ruhembe,Ikilosdsc,289.0
Morogoro,Kilosa,Ruhembe,Kanisani,279.0
Morogoro,Kilosa,Ruhembe,Kiegea,321.0
Morogoro,Kilosa,Ruhembe,Kielezo Chini,299.0
Morogoro,Kilosa,Ruhembe,Kielezo Juu,306.5
Morogoro,Kilosa,Ruhembe,Kijijini,322.57142857142856
Morogoro,Kilosa,Ruhembe,Kikoni,330.75
Morogoro,Kilosa,Ruhembe,Kinepa,284.5
Morogoro,Kilosa,Ruhembe,Kirodeko,304.5
Morogoro,Kilosa,Ruhembe,Kitopeni,287.0
Morogoro,Kilosa,Ruhembe,Kungurumoga,300.3333333333333
Morogoro,Kilosa,Ruhembe,Legeza Mwendo,287.0
Morogoro,Kilosa,Ruhembe,Liwalika,286.0
Morogoro,Kilosa,Ruhembe,Madukani,332.5
Morogoro,Kilosa,Ruhembe,Maendeleo,277.0
Morogoro,Kilosa,Ruhembe,Matambiko,309.0
Morogoro,Kilosa,Ruhembe,Mawandani,281.3333333333333
Morogoro,Kilosa,Ruhembe,Mgindoni,278.0
Morogoro,Kilosa,Ruhembe,Mrabani,327.0
Morogoro,Kilosa,Ruhembe,Msikitini,296.0
Morogoro,Kilosa,Ruhembe,Msimba,302.0
Morogoro,Kilosa,Ruhembe,Msindazi,288.0
Morogoro,Kilosa,Ruhembe,Mskitini,287.0
Morogoro,Kilosa,Ruhembe,Mtafuteni,279.0
Morogoro,Kilosa,Ruhembe,Mtafuteni B,285.0
Morogoro,Kilosa,Ruhembe,Nyamiguma,331.0
Morogoro,Kilosa,Ruhembe,Pulagwa,280.0
Morogoro,Kilosa,Ruhembe,Ruembe Juu,337.0
Morogoro,Kilosa,Ruhembe,Shuleni,277.5
Morogoro,Kilosa,Ruhembe,Ubenani,278.0
Morogoro,Kilosa,Ruhembe,Ugindoni,279.0
Morogoro,Kilosa,Ruhembe,Uheheni,278.75
Morogoro,Kilosa,Ruhembe,Ungindoni,290.0
Morogoro,Kilosa,Ruhembe,Vichuguuni,300.0
Morogoro,Kilosa,Ruhembe,Vidundani,292.0
Morogoro,Kilosa,Ulaya,Barabara Ya Mbamba,504.0
Morogoro,Kilosa,Ulaya,Camp,523.0
Morogoro,Kilosa,Ulaya,Ikala Mashineni,534.0
Morogoro,Kilosa,Ulaya,Ilakala Mashineni,543.5
Morogoro,Kilosa,Ulaya,Itunduwete,577.0
Morogoro,Kilosa,Ulaya,Karakana,504.0
Morogoro,Kilosa,Ulaya,Kibaoni Juu,513.0
Morogoro,Kilosa,Ulaya,Kitunduwete,572.25
Morogoro,Kilosa,Ulaya,Madibira,530.0
Morogoro,Kilosa,Ulaya,Madukani,505.0
Morogoro,Kilosa,Ulaya,Mbuyuni Juu,503.0
Morogoro,Kilosa,Ulaya,Mbuyuni Kati,504.5
Morogoro,Kilosa,Ulaya,Mbuyunu Kati,502.0
Morogoro,Kilosa,Ulaya,Mile 30,559.6666666666666
Morogoro,Kilosa,Ulaya,Miogoni,530.0
Morogoro,Kilosa,Ulaya,Mkanda B,512.0
Morogoro,Kilosa,Ulaya,Mlimawamakanda,499.0
Morogoro,Kilosa,Ulaya,Msuguleni,557.0
Morogoro,Kilosa,Ulaya,Muhenda,549.0
Morogoro,Kilosa,Ulaya,Muhenda A,551.0
Morogoro,Kilosa,Ulaya,Muhenda B,552.0
Morogoro,Kilosa,Ulaya,Muhenda C,543.25
Morogoro,Kilosa,Ulaya,Ng`Ole,521.0
Morogoro,Kilosa,Ulaya,Rest House,518.6666666666666
Morogoro,Kilosa,Ulaya,Shuleni,536.0
Morogoro,Kilosa,Zombo,Bomba Sita,489.0
Morogoro,Kilosa,Zombo,Bondeni,479.0
Morogoro,Kilosa,Zombo,Kigunga A,484.0
Morogoro,Kilosa,Zombo,Kigunga B,491.0
Morogoro,Kilosa,Zombo,Kigunga C,491.5
Morogoro,Kilosa,Zombo,Kwa Mwejuma,486.0
Morogoro,Kilosa,Zombo,Lumbo,488.0
Morogoro,Kilosa,Zombo,Magenge,485.0
Morogoro,Kilosa,Zombo,Majengo,484.0
Morogoro,Kilosa,Zombo,Mgagavuni,483.5
Morogoro,Kilosa,Zombo,Mgudeni,483.0
Morogoro,Kilosa,Zombo,Mtakuja,495.0
Morogoro,Kilosa,Zombo,Nyameni,489.0
Morogoro,Kilosa,Zombo,Shuleni,485.0
Morogoro,Kilosa,Zombo,Shuleni A,493.5
Morogoro,Kilosa,Zombo,Shuleni B,498.0
Morogoro,Kilosa,Zombo,Ureno A,521.0
Morogoro,Kilosa,Zombo,Ureno C,496.6666666666667
Morogoro,Morogoro Rural,Bwakila Chini,Bombani,149.0
Morogoro,Morogoro Rural,Bwakila Chini,Chafisi,152.0
Morogoro,Morogoro Rural,Bwakila Chini,Chamoto,152.5
Morogoro,Morogoro Rural,Bwakila Chini,Chang'Ombe,140.5
Morogoro,Morogoro Rural,Bwakila Chini,Dutumi,146.33333333333334
Morogoro,Morogoro Rural,Bwakila Chini,Jitegemee,154.5
Morogoro,Morogoro Rural,Bwakila Chini,Kanisani,148.0
Morogoro,Morogoro Rural,Bwakila Chini,Kibwengongolo,156.0
Morogoro,Morogoro Rural,Bwakila Chini,Kota,147.5
Morogoro,Morogoro Rural,Bwakila Chini,Magona,146.5
Morogoro,Morogoro Rural,Bwakila Chini,Mgamba,158.0
Morogoro,Morogoro Rural,Bwakila Chini,Mgudeni,157.0
Morogoro,Morogoro Rural,Bwakila Chini,Misufini,136.66666666666666
Morogoro,Morogoro Rural,Bwakila Chini,Mkesa,156.0
Morogoro,Morogoro Rural,Bwakila Chini,Mkuyuni,140.0
Morogoro,Morogoro Rural,Bwakila Chini,Mtambani,141.0
Morogoro,Morogoro Rural,Bwakila Chini,Toangoma B,140.0
Morogoro,Morogoro Rural,Bwakila Chini,Umoja,146.0
Morogoro,Morogoro Rural,Bwakila Chini,Uzunguni,143.66666666666666
Morogoro,Morogoro Rural,Bwakila Chini,Zindukeni,138.0
Morogoro,Morogoro Rural,Bwakila Juu,Kibungoni,340.0
Morogoro,Morogoro Rural,Bwakila Juu,Kulukulu,367.0
Morogoro,Morogoro Rural,Bwakila Juu,Lanzi,405.0
Morogoro,Morogoro Rural,Bwakila Juu,Towntown,344.5
Morogoro,Morogoro Rural,Kidugalo,Kidugalo,257.7142857142857
Morogoro,Morogoro Rural,Kidugalo,Kikondeni,161.0
Morogoro,Morogoro Rural,Kidugalo,Kudiembe,192.83333333333334
Morogoro,Morogoro Rural,Kidugalo,Kudiguzi,120.0
Morogoro,Morogoro Rural,Kidugalo,Kuding'Ombe,157.0
Morogoro,Morogoro Rural,Kidugalo,Kuding'Ongo,163.0
Morogoro,Morogoro Rural,Kidugalo,Lubumu,146.0
Morogoro,Morogoro Rural,Kidugalo,Magera,157.0
Morogoro,Morogoro Rural,Kidugalo,Mgubulile,151.0
Morogoro,Morogoro Rural,Kidugalo,Mgulukani,158.0
Morogoro,Morogoro Rural,Kidugalo,Msasani,195.0
Morogoro,Morogoro Rural,Kidugalo,Muondo,142.0
Morogoro,Morogoro Rural,Kidugalo,Tambazi,118.0
Morogoro,Morogoro Rural,Kidugalo,Vigude,122.5
Morogoro,Morogoro Rural,Kinole,Doga,500.0
Morogoro,Morogoro Rural,Kinole,Doga Chini,469.0
Morogoro,Morogoro Rural,Kinole,Doga Juu,548.0
Morogoro,Morogoro Rural,Kinole,Kisambwa,486.0
Morogoro,Morogoro Rural,Kinole,Tandai,483.14285714285717
Morogoro,Morogoro Rural,Kiroka,Kanisani,343.0
Morogoro,Morogoro Rural,Kiroka,Kikundi Kati,346.5
Morogoro,Morogoro Rural,Kiroka,Kimbwala,409.0
Morogoro,Morogoro Rural,Kiroka,Kingobwe,405.3333333333333
Morogoro,Morogoro Rural,Kiroka,Kiziwa B,388.6666666666667
Morogoro,Morogoro Rural,Kiroka,Lukonde,374.75
Morogoro,Morogoro Rural,Kiroka,Milengwelengwe A,379.0
Morogoro,Morogoro Rural,Kiroka,Mizaka,356.0
Morogoro,Morogoro Rural,Kiroka,Mizaka Chini,346.0
Morogoro,Morogoro Rural,Kiroka,Msamvu,423.6666666666667
Morogoro,Morogoro Rural,Kiroka,Shuleni,339.125
Morogoro,Morogoro Rural,Kiroka,Temekelo,413.2
Morogoro,Morogoro Rural,Kiroka,Tomondo,352.5
Morogoro,Morogoro Rural,Kiroka,Vuleni,305.6666666666667
Morogoro,Morogoro Rural,Kiroka,Ziwajanze,355.6666666666667
Morogoro,Morogoro Rural,Kisaki,Bondeni,191.0
Morogoro,Morogoro Rural,Kisaki,Changani,172.0
Morogoro,Morogoro Rural,Kisaki,Kaskazini,189.5
Morogoro,Morogoro Rural,Kisaki,Kimara,172.0
Morogoro,Morogoro Rural,Kisaki,Kisiwani,173.5
Morogoro,Morogoro Rural,Kisaki,Kusini,186.25
Morogoro,Morogoro Rural,Kisaki,Magharibi,192.0
Morogoro,Morogoro Rural,Kisaki,Matambwe,187.6
Morogoro,Morogoro Rural,Kisaki,Mdokonyole,195.0
Morogoro,Morogoro Rural,Kisaki,Mjini,171.66666666666666
Morogoro,Morogoro Rural,Kisaki,Mngetamape,167.0
Morogoro,Morogoro Rural,Kisaki,Mtambwe,180.0
Morogoro,Morogoro Rural,Kisemu,Gozo,421.5
Morogoro,Morogoro Rural,Kisemu,Gubi,271.5
Morogoro,Morogoro Rural,Kisemu,Gulioni,224.0
Morogoro,Morogoro Rural,Kisemu,Kangazi,389.75
Morogoro,Morogoro Rural,Kisemu,Kangazi Stendi,381.0
Morogoro,Morogoro Rural,Kisemu,Kibandubandu,370.6666666666667
Morogoro,Morogoro Rural,Kisemu,Kibangile Kati,242.0
Morogoro,Morogoro Rural,Kisemu,Kigong'O,347.0
Morogoro,Morogoro Rural,Kisemu,Kinyasimba,221.5
Morogoro,Morogoro Rural,Kisemu,Kiswila,280.0
Morogoro,Morogoro Rural,Kisemu,Kiswila Mission,298.0
Morogoro,Morogoro Rural,Kisemu,Lumala,278.0
Morogoro,Morogoro Rural,Kisemu,Lumala Juu,282.0
Morogoro,Morogoro Rural,Kisemu,Lusani C,376.0
Morogoro,Morogoro Rural,Kisemu,Mtamba Chini,352.4
Morogoro,Morogoro Rural,Kisemu,Mtamba Kati,362.5
Morogoro,Morogoro Rural,Kisemu,Mtamba Shule,361.0
Morogoro,Morogoro Rural,Kisemu,Mtanva Kati,360.0
Morogoro,Morogoro Rural,Kisemu,Nige,313.0
Morogoro,Morogoro Rural,Kisemu,Nige A,299.0
Morogoro,Morogoro Rural,Kisemu,Nige B,304.0
Morogoro,Morogoro Rural,Kisemu,Nondolo,393.0
Morogoro,Morogoro Rural,Kisemu,Nzasa,377.0
Morogoro,Morogoro Rural,Kisemu,Vizi,212.5
Morogoro,Morogoro Rural,Kolero,Chamgoe,484.0
Morogoro,Morogoro Rural,Kolero,Kitopeni,424.3333333333333
Morogoro,Morogoro Rural,Kolero,Kivumba,339.0
Morogoro,Morogoro Rural,Kolero,Lubasazi Shuleni,341.5
Morogoro,Morogoro Rural,Kolero,Lukami,494.0
Morogoro,Morogoro Rural,Kolero,Milangomili,427.0
Morogoro,Morogoro Rural,Kolero,Msolwa,441.0
Morogoro,Morogoro Rural,Kolero,Ng'Wambe,427.5
Morogoro,Morogoro Rural,Kolero,Sakamanzi,428.0
Morogoro,Morogoro Rural,Kolero,Salali,348.0
Morogoro,Morogoro Rural,Kolero,Sanga A,346.0
Morogoro,Morogoro Rural,Kolero,Sanga B,386.0
Morogoro,Morogoro Rural,Kolero,Tamigwa,488.0
Morogoro,Morogoro Rural,Kolero,Tandali,483.0
Morogoro,Morogoro Rural,Kolero,Tembe,413.0
Morogoro,Morogoro Rural,Lundi,Chatupa,355.5
Morogoro,Morogoro Rural,Lundi,Kigogoma,335.0
Morogoro,Morogoro Rural,Lundi,Kihuluka,365.0
Morogoro,Morogoro Rural,Lundi,Kisanzala Makaburini,359.0
Morogoro,Morogoro Rural,Lundi,Ludelega,377.0
Morogoro,Morogoro Rural,Lundi,Lundi,355.0
Morogoro,Morogoro Rural,Lundi,Maputo,337.0
Morogoro,Morogoro Rural,Lundi,Misaga,396.0
Morogoro,Morogoro Rural,Lundi,Msonge,341.0
Morogoro,Morogoro Rural,Lundi,Shuleni,316.0
Morogoro,Morogoro Rural,Lundi,Tambuu Shuleni,406.0
Morogoro,Morogoro Rural,Mkambalani,Check Line,470.5
Morogoro,Morogoro Rural,Mkambalani,Kivugo,433.0
Morogoro,Morogoro Rural,Mkambalani,Kizinga A,443.5
Morogoro,Morogoro Rural,Mkambalani,Kizinga B,426.0
Morogoro,Morogoro Rural,Mkambalani,Legezamwendo,501.0
Morogoro,Morogoro Rural,Mkambalani,Magurudumu,474.0
Morogoro,Morogoro Rural,Mkambalani,Mbuyuni,456.0
Morogoro,Morogoro Rural,Mkambalani,Mfine,420.0
Morogoro,Morogoro Rural,Mkambalani,Mkambalani,471.0
Morogoro,Morogoro Rural,Mkambalani,Mkapa,508.5
Morogoro,Morogoro Rural,Mkambalani,Msunune,452.0
Morogoro,Morogoro Rural,Mkambalani,Pangawe Juu,530.0
Morogoro,Morogoro Rural,Mkambalani,Pangawe Kati,515.0
Morogoro,Morogoro Rural,Mkambalani,Polepole,408.0
Morogoro,Morogoro Rural,Mkulazi,Chanyumbu,183.0
Morogoro,Morogoro Rural,Mkulazi,Kidunda Shuleni,73.33333333333333
Morogoro,Morogoro Rural,Mkulazi,Lwina,82.0
Morogoro,Morogoro Rural,Mkulazi,Mkulazi,145.0
Morogoro,Morogoro Rural,Mkulazi,Tungi,89.0
Morogoro,Morogoro Rural,Mkulazi,Usungura Shuleni,73.0
Morogoro,Morogoro Rural,Mkuyuni,Bong'Wa,449.0
Morogoro,Morogoro Rural,Mkuyuni,Ccm,462.0
Morogoro,Morogoro Rural,Mkuyuni,Kibazanguru,417.0
Morogoro,Morogoro Rural,Mkuyuni,Kibungo Chini,371.0
Morogoro,Morogoro Rural,Mkuyuni,Kibwaya,399.0
Morogoro,Morogoro Rural,Mkuyuni,Kitengutengu,413.0
Morogoro,Morogoro Rural,Mkuyuni,Kivuma,369.0
Morogoro,Morogoro Rural,Mkuyuni,Kiwanga A,336.0
Morogoro,Morogoro Rural,Mkuyuni,Luholole,338.0
Morogoro,Morogoro Rural,Mkuyuni,Madega,411.0
Morogoro,Morogoro Rural,Mkuyuni,Mafumba,317.0
Morogoro,Morogoro Rural,Mkuyuni,Mbagalala,404.0
Morogoro,Morogoro Rural,Mkuyuni,Mbeombeo,395.0
Morogoro,Morogoro Rural,Mkuyuni,Midulu,439.5
Morogoro,Morogoro Rural,Mkuyuni,Misala,356.0
Morogoro,Morogoro Rural,Mkuyuni,Mkuyuni A,340.6666666666667
Morogoro,Morogoro Rural,Mkuyuni,Mkuyuni B,280.0
Morogoro,Morogoro Rural,Mkuyuni,Morogoro Maboga,427.5
Morogoro,Morogoro Rural,Mkuyuni,Msua,344.0
Morogoro,Morogoro Rural,Mkuyuni,Nemele,370.5
Morogoro,Morogoro Rural,Mkuyuni,Nzawa,367.3333333333333
Morogoro,Morogoro Rural,Mkuyuni,Sangasanga,407.0
Morogoro,Morogoro Rural,Mkuyuni,Shuleni,334.0
Morogoro,Morogoro Rural,Mkuyuni,Vitenvu,392.0
Morogoro,Morogoro Rural,Mngazi,Bane,157.0
Morogoro,Morogoro Rural,Mngazi,Chandago,158.0
Morogoro,Morogoro Rural,Mngazi,Gongoni,159.0
Morogoro,Morogoro Rural,Mngazi,Gulioni,157.33333333333334
Morogoro,Morogoro Rural,Mngazi,Kibungo,174.0
Morogoro,Morogoro Rural,Mngazi,Kichangani,160.0
Morogoro,Morogoro Rural,Mngazi,Kiegea,176.0
Morogoro,Morogoro Rural,Mngazi,Kikondeni A,164.0
Morogoro,Morogoro Rural,Mngazi,Kikondeni B,167.0
Morogoro,Morogoro Rural,Mngazi,Kwa Biti Ndude,341.0
Morogoro,Morogoro Rural,Mngazi,Legho,158.0
Morogoro,Morogoro Rural,Mngazi,Luga,383.0
Morogoro,Morogoro Rural,Mngazi,Matola,167.5
Morogoro,Morogoro Rural,Mngazi,Mbojoge,161.0
Morogoro,Morogoro Rural,Mngazi,Mitalulani,170.0
Morogoro,Morogoro Rural,Mngazi,Mji Mkuu,156.0
Morogoro,Morogoro Rural,Mngazi,Mngazi,165.0
Morogoro,Morogoro Rural,Mngazi,Mtego Wa Simba,160.0
Morogoro,Morogoro Rural,Mngazi,Mwangula,176.0
Morogoro,Morogoro Rural,Mngazi,Tande,270.0
Morogoro,Morogoro Rural,Mtombozi,Chalinze,389.0
Morogoro,Morogoro Rural,Mtombozi,Mabundi,406.5
Morogoro,Morogoro Rural,Mtombozi,Magari,377.3333333333333
Morogoro,Morogoro Rural,Mtombozi,Mtombozi,341.0
Morogoro,Morogoro Rural,Mtombozi,Mtombozi Kati,345.75
Morogoro,Morogoro Rural,Mtombozi,Mungwi,333.0
Morogoro,Morogoro Rural,Mtombozi,Mzimuni,317.6666666666667
Morogoro,Morogoro Rural,Mtombozi,Nemele,669.0
Morogoro,Morogoro Rural,Mtombozi,Tanala,369.0
Morogoro,Morogoro Rural,Mvuha,Barani,132.75
Morogoro,Morogoro Rural,Mvuha,Changarawe,128.0
Morogoro,Morogoro Rural,Mvuha,Dondo,102.0
Morogoro,Morogoro Rural,Mvuha,Dova,124.0
Morogoro,Morogoro Rural,Mvuha,Gombo,168.0
Morogoro,Morogoro Rural,Mvuha,Kibana,128.0
Morogoro,Morogoro Rural,Mvuha,Kidai,173.5
Morogoro,Morogoro Rural,Mvuha,Kidimwi,123.0
Morogoro,Morogoro Rural,Mvuha,Kimelo,125.0
Morogoro,Morogoro Rural,Mvuha,Kirengezi,176.5
Morogoro,Morogoro Rural,Mvuha,Kisanga,118.0
Morogoro,Morogoro Rural,Mvuha,Kota,130.25
Morogoro,Morogoro Rural,Mvuha,Lukooni,98.0
Morogoro,Morogoro Rural,Mvuha,Lukulunge,126.0
Morogoro,Morogoro Rural,Mvuha,Maganga,186.0
Morogoro,Morogoro Rural,Mvuha,Msonge,154.0
Morogoro,Morogoro Rural,Mvuha,Mwembe,118.0
Morogoro,Morogoro Rural,Mvuha,Ngagama,129.6
Morogoro,Morogoro Rural,Mvuha,Pongwa,190.0
Morogoro,Morogoro Rural,Mvuha,Vundumu,117.0
Morogoro,Morogoro Rural,Ngerengere,Baweni,154.0
Morogoro,Morogoro Rural,Ngerengere,Boya,258.0
Morogoro,Morogoro Rural,Ngerengere,Buyuni,137.5
Morogoro,Morogoro Rural,Ngerengere,Changarawe,277.0
Morogoro,Morogoro Rural,Ngerengere,Dafco,223.33333333333334
Morogoro,Morogoro Rural,Ngerengere,Dibundile,142.0
Morogoro,Morogoro Rural,Ngerengere,Ginda,189.0
Morogoro,Morogoro Rural,Ngerengere,Kiburumo,183.5
Morogoro,Morogoro Rural,Ngerengere,Kikatanyemba,191.0
Morogoro,Morogoro Rural,Ngerengere,Kilombero,212.0
Morogoro,Morogoro Rural,Ngerengere,Kilua,206.0
Morogoro,Morogoro Rural,Ngerengere,Kwaba Kati,123.0
Morogoro,Morogoro Rural,Ngerengere,Lamba,169.0
Morogoro,Morogoro Rural,Ngerengere,Lugaga,157.0
Morogoro,Morogoro Rural,Ngerengere,Lukasi,160.33333333333334
Morogoro,Morogoro Rural,Ngerengere,Lukosi,165.5
Morogoro,Morogoro Rural,Ngerengere,Lulongwe Kati,139.0
Morogoro,Morogoro Rural,Ngerengere,Mabofi,233.0
Morogoro,Morogoro Rural,Ngerengere,Matuli Kati,149.5
Morogoro,Morogoro Rural,Ngerengere,Mgude,182.5
Morogoro,Morogoro Rural,Ngerengere,Mikobola,171.0
Morogoro,Morogoro Rural,Ngerengere,Misufini,200.5
Morogoro,Morogoro Rural,Ngerengere,Mpiko,184.33333333333334
Morogoro,Morogoro Rural,Ngerengere,Mstuko,130.0
Morogoro,Morogoro Rural,Ngerengere,Ngerengere Kaskazini,208.33333333333334
Morogoro,Morogoro Rural,Ngerengere,Ngerengere Kusini,191.33333333333334
Morogoro,Morogoro Rural,Ngerengere,Njia Nne,190.25
Morogoro,Morogoro Rural,Ngerengere,Vianzi,274.0
Morogoro,Morogoro Rural,Ngerengere,Visanze,142.0
Morogoro,Morogoro Rural,Selambala,Bombani,92.66666666666667
Morogoro,Morogoro Rural,Selambala,Bwila Juu,95.0
Morogoro,Morogoro Rural,Selambala,Chankwama,101.0
Morogoro,Morogoro Rural,Selambala,Gongoni,92.0
Morogoro,Morogoro Rural,Selambala,Kariakoo,95.5
Morogoro,Morogoro Rural,Selambala,Kwa Nyagongo,85.0
Morogoro,Morogoro Rural,Selambala,Kwa Tupa,102.0
Morogoro,Morogoro Rural,Selambala,Kwa Wagonzi,101.0
Morogoro,Morogoro Rural,Selambala,Kwakusa,100.0
